doctype;docentry;itype;TransNo;remarks;transdate;Collector
13;48084;Tukar Faktur;PY-IN-23005083;;2023-01-24;Yanto
13;54367;Tukar Faktur;PY-IN-23005083;;2023-01-24;Yanto
13;52475;Tukar Faktur;PY-IN-23005084;;2023-01-24;Ilyas
13;56232;Tukar Faktur;PY-IN-23005084;;2023-01-24;Ilyas
13;22194;Tukar Faktur;PY-IN-23005085;;2023-01-24;Ferry
13;22198;Tukar Faktur;PY-IN-23005085;;2023-01-24;Ferry
13;50661;Tukar Faktur;PY-IN-23005088;;2023-01-24;Ilyas
13;52416;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;52422;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;52426;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;57184;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;57186;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;57187;Tukar Faktur;PY-IN-23005092;;2023-01-24;Ferry
13;52718;Tukar Faktur;PY-IN-23005094;;2023-01-24;Jefri
13;52721;Tukar Faktur;PY-IN-23005094;;2023-01-24;Jefri
13;52306;Tukar Faktur;PY-IN-23005095;;2023-01-24;Jhon
13;55585;Tukar Faktur;PY-IN-23005095;;2023-01-24;Jhon
13;55717;Tukar Faktur;PY-IN-23005095;;2023-01-24;Jhon
13;55721;Tukar Faktur;PY-IN-23005095;;2023-01-24;Jhon
13;57028;Tukar Faktur;PY-IN-23005095;;2023-01-24;Jhon
13;55715;Tukar Faktur;PY-IN-23005096;;2023-01-24;Jhon
13;57948;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58153;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58154;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58157;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58159;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58160;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58162;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58163;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58164;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58292;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58293;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;58294;Tukar Faktur;PY-IN-23005000;;2023-01-24;Ferry
13;53251;Tukar Faktur;PY-IN-23005097;;2023-01-24;Yohanes
13;57110;Tukar Faktur;PY-IN-23005097;;2023-01-24;Yohanes
13;58261;Tukar Faktur;PY-IN-23005097;;2023-01-24;Yohanes
13;53393;Tukar Faktur;PY-IN-23005118;;2023-01-25;Yohanes
13;48897;Tukar Faktur;PY-IN-23005119;;2023-01-24;Irfan
13;48902;Tukar Faktur;PY-IN-23005119;;2023-01-24;Irfan
13;53336;Tukar Faktur;PY-IN-23005119;;2023-01-24;Irfan
13;53338;Tukar Faktur;PY-IN-23005119;;2023-01-24;Irfan
13;53392;Tukar Faktur;PY-IN-23005120;;2023-01-24;AMIR
13;53565;Tukar Faktur;PY-IN-23005120;;2023-01-24;AMIR
13;48573;Tukar Faktur;PY-IN-23005121;;2023-01-23;Ilyas
13;50296;Tukar Faktur;PY-IN-23005121;;2023-01-23;Ilyas
13;50833;Tukar Faktur;PY-IN-23005121;;2023-01-23;Ilyas
13;51054;Tukar Faktur;PY-IN-23005121;;2023-01-23;Ilyas
13;51056;Tukar Faktur;PY-IN-23005121;;2023-01-23;Ilyas
13;54201;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;54205;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;54207;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;54209;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;54895;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;54932;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;55409;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;55411;Tukar Faktur;PY-IN-23005122;;2023-01-24;Irfan
13;48573;Tukar Faktur;PY-IN-23005137;;2023-01-24;Ilyas
13;50296;Tukar Faktur;PY-IN-23005137;;2023-01-24;Ilyas
13;50833;Tukar Faktur;PY-IN-23005137;;2023-01-24;Ilyas
13;51054;Tukar Faktur;PY-IN-23005137;;2023-01-24;Ilyas
13;51056;Tukar Faktur;PY-IN-23005137;;2023-01-24;Ilyas
13;49723;Tukar Faktur;PY-IN-23005138;;2023-01-24;Bayu
13;52401;Tukar Faktur;PY-IN-23005138;;2023-01-24;Bayu
13;52407;Tukar Faktur;PY-IN-23005138;;2023-01-24;Bayu
13;55460;Tukar Faktur;PY-IN-23005143;;2023-01-24;Ferry
13;55462;Tukar Faktur;PY-IN-23005144;;2023-01-24;Amir
13;57852;Tukar Faktur;PY-IN-23005144;;2023-01-24;Amir
13;52329;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52333;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52336;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52338;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52339;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52343;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;52346;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;53573;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;53578;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;54944;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;56970;Tukar Faktur;PY-IN-23005145;;2023-01-24;Tyo
13;56948;Tukar Faktur;PY-IN-23005155;;2023-01-24;Budi
13;57955;Tukar Faktur;PY-IN-23005156;;2023-01-24;Budi
13;57921;Tukar Faktur;PY-IN-23005158;;2023-01-24;Jhon
13;57837;Tukar Faktur;PY-IN-23005160;;2023-01-24;Budi
13;53730;Tukar Faktur;PY-IN-23005166;;2023-01-24;Ilyas
13;53732;Tukar Faktur;PY-IN-23005166;;2023-01-24;Ilyas
13;53739;Tukar Faktur;PY-IN-23005166;;2023-01-24;Ilyas
13;55497;Tukar Faktur;PY-IN-23005166;;2023-01-24;Ilyas
13;56098;Tukar Faktur;PY-IN-23005166;;2023-01-24;Ilyas
13;58380;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58383;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58385;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58387;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58390;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58393;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58395;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58396;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58397;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58398;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58399;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58400;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58402;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58404;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58406;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58409;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58411;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58414;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58416;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58417;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;58422;Tukar Faktur;PY-IN-23005163;;2023-01-24;NO COLLECTOR
13;46594;Tukar Faktur;PY-IN-23005176;;2023-01-24;Bibit
13;46615;Tukar Faktur;PY-IN-23005176;;2023-01-24;Bibit
13;46619;Tukar Faktur;PY-IN-23005176;;2023-01-24;Bibit
13;21462;Tukar Faktur;PY-IN-23005177;;2023-01-24;Tyo
13;21463;Tukar Faktur;PY-IN-23005177;;2023-01-24;Tyo
13;50990;Tukar Faktur;PY-IN-23005178;;2023-01-24;Yohanes
13;50992;Tukar Faktur;PY-IN-23005178;;2023-01-24;Yohanes
13;56202;Tukar Faktur;PY-IN-23005178;;2023-01-24;Yohanes
13;46252;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;46274;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;52051;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;53566;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;53795;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;55634;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;56190;Tukar Faktur;PY-IN-23005180;;2023-01-24;Susilo
13;51031;Tukar Faktur;PY-IN-23005183;;2023-01-24;Bayu
13;53173;Tukar Faktur;PY-IN-23005183;;2023-01-24;Bayu
13;53504;Tukar Faktur;PY-IN-23005183;;2023-01-24;Bayu
13;54245;Tukar Faktur;PY-IN-23005185;;2023-01-24;Susilo
13;22592;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;22603;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;47325;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;47331;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;47349;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;47676;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;50998;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;53390;Tukar Faktur;PY-IN-23005261;;2023-01-25;Budi
13;6405;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;6406;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;6407;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;6408;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;6525;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;7079;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;7080;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;7081;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;7082;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;7083;Giro;PY-IN-23005265;;2023-01-25;Irfan
13;47570;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;48687;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;49631;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;49664;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;49679;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;52564;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;53892;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;53898;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;53900;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;53945;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;55363;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;55365;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;56429;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;56725;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;56856;Tukar Faktur;PY-IN-23005340;;2023-01-25;Susilo
13;51783;Tukar Faktur;PY-IN-23005346;;2023-01-25;Jhon
13;53782;Tukar Faktur;PY-IN-23005346;;2023-01-25;Jhon
13;47362;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;48993;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;51484;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;52260;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;53927;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;53928;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;54764;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;556;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;56710;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;56713;Tukar Faktur;PY-IN-23005348;;2023-01-25;Ilyas
13;52237;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;54759;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;54859;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;54860;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;56716;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;56717;Tukar Faktur;PY-IN-23005352;;2023-01-25;Ilyas
13;50561;Tukar Faktur;PY-IN-23005354;;2023-01-25;Ilyas
13;53191;Tukar Faktur;PY-IN-23005354;;2023-01-25;Ilyas
13;56330;Tukar Faktur;PY-IN-23005354;;2023-01-25;Ilyas
13;52425;Tukar Faktur;PY-IN-23005356;;2023-01-25;Irfan
13;51919;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;52029;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;52460;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;52462;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;52633;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;52749;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;53823;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;54812;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;55826;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;55827;Tukar Faktur;PY-IN-23005359;;2023-01-25;Bibit
13;49380;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;50774;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;50810;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;51159;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;53177;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;53216;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;53340;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;53349;Tukar Faktur;PY-IN-23005360;;2023-01-25;Amir
13;56854;Tukar Faktur;PY-IN-23005361;;2023-01-25;Bibit
13;49893;Tukar Faktur;PY-IN-23005363;;2023-01-25;Ferry
13;57555;Tukar Faktur;PY-IN-23005363;;2023-01-25;Ferry
13;58889;Tukar Faktur;PY-IN-23005363;;2023-01-25;Ferry
13;9030;Tukar Faktur;PY-IN-23005366;;2023-01-25;Ferry
13;51798;Tukar Faktur;PY-IN-23005367;;2023-01-25;Ridwan
13;55888;Tukar Faktur;PY-IN-23005367;;2023-01-25;Ridwan
13;50527;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;50545;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;50559;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;50575;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;50748;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52155;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52158;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52164;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52169;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52993;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;54394;Tukar Faktur;PY-IN-23005378;;2023-01-25;Irfan
13;52568;Tukar Faktur;PY-IN-23005379;;2023-01-25;Jefri
13;1648;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;49512;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;52135;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;52138;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;55889;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;56818;Tukar Faktur;PY-IN-23005382;;2023-01-25;Imam
13;4980;Giro;PY-IN-23005383;;2023-01-25;Imam
13;4981;Giro;PY-IN-23005383;;2023-01-25;Imam
13;6874;Giro;PY-IN-23005383;;2023-01-25;Imam
13;6951;Giro;PY-IN-23005383;;2023-01-25;Imam
13;52570;Tukar Faktur;PY-IN-23005384;;2023-01-25;Jefri
13;55820;Tukar Faktur;PY-IN-23005384;;2023-01-25;Jefri
13;56218;Tukar Faktur;PY-IN-23005384;;2023-01-25;Jefri
13;52772;Tukar Faktur;PY-IN-23005386;;2023-01-25;Tyo
13;54547;Tukar Faktur;PY-IN-23005386;;2023-01-25;Tyo
13;46592;Tukar Faktur;PY-IN-23005387;;2023-01-25;Jhon
13;48536;Tukar Faktur;PY-IN-23005387;;2023-01-25;Jhon
13;48538;Tukar Faktur;PY-IN-23005387;;2023-01-25;Jhon
13;54715;Tukar Faktur;PY-IN-23005387;;2023-01-25;Jhon
13;54718;Tukar Faktur;PY-IN-23005387;;2023-01-25;Jhon
13;49453;Tukar Faktur;PY-IN-23005389;;2023-01-25;Ferry
13;53637;Tukar Faktur;PY-IN-23005389;;2023-01-25;Ferry
13;53729;Tukar Faktur;PY-IN-23005389;;2023-01-25;Ferry
13;56193;Tukar Faktur;PY-IN-23005389;;2023-01-25;Ferry
13;56196;Tukar Faktur;PY-IN-23005389;;2023-01-25;Ferry
13;47133;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;50487;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52050;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52052;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52056;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52107;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52109;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52114;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52119;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52173;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;52385;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;55356;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;57135;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;57136;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;57140;Tukar Faktur;PY-IN-23005390;;2023-01-25;Jhon
13;50053;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;50060;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;50072;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;50095;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;50147;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;52257;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;52259;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;52287;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;53837;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;53875;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;53933;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;53936;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;55751;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;55752;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;55754;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;55758;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;56609;Tukar Faktur;PY-IN-23005392;;2023-01-25;Jhon
13;52163;Tukar Faktur;PY-IN-23005393;;2023-01-25;Jhon
13;57145;Tukar Faktur;PY-IN-23005393;;2023-01-25;Jhon
13;56499;Tukar Faktur;PY-IN-23005394;;2023-01-25;Ferry
13;56504;Tukar Faktur;PY-IN-23005394;;2023-01-25;Ferry
13;52465;Tukar Faktur;PY-IN-23005395;;2023-01-25;Ferry
13;54801;Tukar Faktur;PY-IN-23005395;;2023-01-25;Ferry
13;50024;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;53614;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;53616;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;53623;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;53625;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;53628;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;57557;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;57558;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;57854;Tukar Faktur;PY-IN-23005396;;2023-01-25;Fuad
13;1643;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;47183;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;47191;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;47211;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;49428;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;49820;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;49827;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;51960;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;51962;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;52101;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;52192;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;52999;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53003;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53258;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53259;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53260;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53262;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53798;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;53980;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;55010;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;55719;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;55748;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;56254;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;56902;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;57212;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;58052;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;58288;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;58321;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;58341;Tukar Faktur;PY-IN-23005397;;2023-01-25;Affen
13;50461;Tukar Faktur;PY-IN-23005400;;2023-01-25;Amir
13;50466;Tukar Faktur;PY-IN-23005400;;2023-01-25;Amir
13;54620;Tukar Faktur;PY-IN-23005400;;2023-01-25;Amir
13;54623;Tukar Faktur;PY-IN-23005400;;2023-01-25;Amir
13;55077;Tukar Faktur;PY-IN-23005402;;2023-01-25;Amir
13;55089;Tukar Faktur;PY-IN-23005402;;2023-01-25;Amir
13;57312;Tukar Faktur;PY-IN-23005402;;2023-01-25;Amir
13;57314;Tukar Faktur;PY-IN-23005402;;2023-01-25;Amir
13;53754;Tukar Faktur;PY-IN-23005403;;2023-01-25;Affen
13;53760;Tukar Faktur;PY-IN-23005403;;2023-01-25;Affen
13;54778;Tukar Faktur;PY-IN-23005403;;2023-01-25;Affen
13;56242;Tukar Faktur;PY-IN-23005403;;2023-01-25;Affen
13;54421;Tukar Faktur;PY-IN-23005408;;2023-01-25;Budi
13;54428;Tukar Faktur;PY-IN-23005408;;2023-01-25;Budi
13;50656;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;50657;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;52035;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;52729;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;52734;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;52738;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;54788;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;54790;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;54791;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;56671;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;57165;Tukar Faktur;PY-IN-23005410;;2023-01-25;Affen
13;48981;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;48985;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;49694;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;49695;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;49699;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;50662;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52046;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52047;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52049;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52153;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52288;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52293;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52458;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52822;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52828;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52832;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;53219;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;53221;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;55352;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;55353;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;55592;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;55838;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;56246;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;56720;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;697;Tukar Faktur;PY-IN-23005414;;2023-01-25;Affen
13;52945;Tukar Faktur;PY-IN-23005415;;2023-01-25;Jhon
13;53767;Tukar Faktur;PY-IN-23005415;;2023-01-25;Jhon
13;48835;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
13;49149;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
13;49154;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
13;49282;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
13;49291;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
13;52126;Tukar Faktur;PY-IN-23005417;;2023-01-25;Susilo
