CardCode;CardName;Notes
HT0301;PT MITRA GRAHA ANDALAN;WEEKLY - JUMAT
HT0056;PT LIPPO KARAWACI;Bulanan - WEEKLY - RABU Minggu 2
HT0027;PT GESIT SARANA PERKASA;BULANAN TGL 1-10
HT0113;PT MENARA PENINSULA;BULANAN
HT0075;PT PLAZA INDONESIA REALTY TBK;BULANAN
HT0168;PT PARAMOUNT PROPERTINDO;BULANAN PERTANGGAL 05 & 20
HT0169;PT PARAMOUNT PROPERTINDO;WEEKLY - KAMIS MINGGU 2 DAN 4
HT0167;PT LIPPO KARAWACI;BULANAN -  WEEKLY - SELASA
HT0353;PT LINTANG BUWANA EKATRA;PERTANGGAL 05 & 20
RS1128;PT RASUNA SETIABUDI RAYA;pertanggal 17 dan 28
HT0091;PT SURYAMAS DUTAMAKMUR;POS
HT0158;PT PURI DIBYA PROPERTI;POS
HT0184;PT. WISMA KARAWANG;POS
HT0259;PT MNC LIDO;POS
HT0312;PT ANYER BERKAT LESTARI;POS
HT0321;PT CILEGON PROPERTI SEJAHTERA;POS
HT0334;PT KUSUMA JAYA INDAH;POS
HT0348;PT DWI PUTRI SELARAS;POS
HT0103;PT. GRAHAWITA SANTIKA;PERTANGGAL 5 DAN 20
HT0201;PT GRAHA WAHANA NUSANTARA;BARENG PENGIRIMAN
HT0241;PT. KHARISMA JAWARA ABADI;BARENG PENGIRIMAN
HT0067;PT. MUTIARA PERMATA MULIA;BARENG PENGIRIMAN
HT0073;PT PERMATA BIRAMA SAKTI;BARENG PENGIRIMAN
HT0119;PT PRIMA ADHITAMA INTERNATIONAL;BARENG PENGIRIMAN
UM0191;PT. INSAN ASIA NUSANTARA;BARENG PENGIRIMAN
HT0128;PT. SURYALAYA ANINDITA INTERNATIONAL;EMAIL
HT0261;PT. PUTRA ADHI PRIMA;POS
HT0001;PT ALTAR FILADELFIA;WEEKLY
HT0003;CV. SUNRISE BOGA;WEEKLY
HT0008;ASTON HOTEL CENGKARENG;BULANAN
HT0017;PT. BOGOR RAYA DEVELOPMENT;WEEKLY
HT0023;DELTASARI ADIPRATAMA;SEBULAN 2 KALI/KWITANSI 1- 15 & 16- 31
HT0030;PT GLOBAL SOLUSI NUSANTARA;WEEKLY
HT0037;PT GRAND INDONESIA;Weekly - Senin dan Jumat Jam 10 - 12
HT0038;PT GRAND KUNINGAN;WEEKLY
HT0039;PT. INTERNUSA JAYA SEMESTA;WEEKLY
HT0040;PT GRAWITA INDONESIA INDAH;Weekly - Minggu ke 2 dan ke 4
HT0041;PT HALIM BANGUN SARANA INDAH;WEEKLY
HT0043;PT HOTEL SARANA SIRKUITINDO;WEEKLY
HT0047;PT. JAKARTA PROPERTINDO;TUKER FAKTUR SEBULAN 2 KALI / ADA TANGGALNYA
HT0052;PT. KARYA PROPERTINDO INVESTAMA;WEEKLY
HT0063;HORISON HOTEL BEKASI;WEEKLY
HT0069;PT PADMA SUASA;BULANAN
HT0076;PT. PRIMA CIPTA SENTOSA;WEEKLY
HT0078;PT SANGGRAHA NUSA RAYA;BULANAN - MINGGU 1 DAN MINGGU 2
HT0079;PT SARIARTHAMAS HOTEL INTERNATIONAL;WEEKLY
HT0082;PT SETIA MERANTI;WEEKLY
HT0087;PT SUMMARECON HOTELINDO;BULANAN
HT0088;PT SUNTER LAKESIDE HOTEL;WEEKLY / MINGGU KE 2 DAN KE 4
HT0098;PT. ADHI PUTRA MULIA;BULANAN
HT0101;PT CIPUTRA SENTRA;WEEKLY
HT0106;PT INDOBUILDCO;BARANG PENGIRIMAN
HT0107;PT JAVA PARADISE ISLAND;BULANAN
HT0108;PT JAYA MANDARIN AGUNG;WEEKLY
HT0110;PT LINGGA HAMPARAN KRIDA;BULANAN
HT0111;PT MAHAKAM EKAGRAHA;WEEKLY
HT0115;PT. MILLENIUM SIRIH JKT HOTEL;BULANAN
HT0120;PT PURI DHARMAWANGSA;WEEKLY
HT0129;PT SWADHARMA KERRY SATYA;SEBULAN 2 KALI TUNGGU RINCIAN
HT0131;LE MEREDIEN;WEEKLY
HT0132;PT WISMA NUSANTARA INTERNATIONAL;WEEKLY
HT0133;PT RASUNA RESIDENCE DEVELOPMENT;WEEKLY
HT0137;PT SUMMARECON HOTELINDO;BULANAN
HT0141;PT SENAYAN TRIKARYA SEMPANA;BULANAN
HT0146;PT CIPUTRA ADIGRAHA;WEEKLY
HT0147;MERAPI MERBABU;WEEKLY
HT0148;PT WAHANA RAYA;WEEKLY
HT0159;PT. NUSA PRATAMA PROPERTY;WEEKLY / TUKER FAKTUR PAKE AMPLOP
HT0160;PT. VISI UTAMA INDONESIA;WEEKLY
HT0164;PT. PRISMA ROYAL HOTEL;WEEKLY
HT0174;PT SHIMA GRAHA UTAMA;SEBULAN 2 KALI / MINGGU KE 1 DAN KE 3
HT0176;GRAHA SIMATUPANG PROPERTINDO;SEBULAN 2 KALI / KWITANSI JADI 1
HT0179;PT. MEGAH MITRA SUKSES;WEEKLY
HT0182;PT. ARTISAN WAHYU;MONTHLY
HT0183;PT. MAKMUR ABADI MULIA;WEEKLY
HT0188;PT AMARYLLIS WIJAYA;WEEKLY
HT0191;PT. SENTUL DAMAI RESORT;WEEKLY
HT0192;PONDOK INDAH TOWER;JUMAT
HT0197;PT GREENLAND RAJAWALI UTAMA;MONTHLY
HT0208;PT HOTEL UTAMA BEKASI;WEEKLY
HT0209;PT MAHKOTA DUTA BINTANG JAYA;WEEKLY
HT0212;PT GRAHAWITA SANTIKA;TUKAR TIAP tgl 3 & 17
HT0216;PT GUNUNG ANSA;WEEKLY
HT0223;PT. SUMAMPAU HOTEL DAN RESORT;Monthly - Minggu ke 1
HT0225;SAHID HOTEL CIKARANG;MONTHLY
HT0236;PT ISTANA ALAM RAYA;WEEKLY
HT0242;PT. SENTUL CITY TBK;WEEKLY
HT0244;PT TRIKARYA IDEA SAKTI;WEEKLY
HT0246;PT SINAR RAJAWALI;Weekly
HT0257;PT LIEBRO SEJAHTERA;WEEKLY
HT0262;PT. PONDOK INDAH HOTEL;SEBULAN 2X MINTA RINCIAN DULU
HT0268;PT DUTA ANGGADA REALITY;WEEKLY
HT0271;PT MENSANA ANEKA PROPERTI;MINGGU KE 2 DAN KE 4
HT0281;PT GRAHA KARTIKA ANUGERAH;MINGGU KE 2 & 3
HT0292;PT KARAWANG CITY DEVELOPMENT;WEEKLY
HT0293;PT WIJAYA KARYA REALITY;WEEKLY
HT0304;PT BUANA BOTANI ELOK;WEEKLY
HT0308;PT MAMBRUK CIKONENG INDONESIA;WEEKLY
HT0325;PT WIJAYA KARYA BANGUNAN GEDUNG TBK;WEEKLY
HT0317;KERJA SAMA OPERASI KURNADI SEJAHTERA HOTELINDO;WEEKLY
HT0319;PT. CITRA KIRANA APARTEL;MINGGU 1 DAN 3
HT0320;PT ANUGRAH KARYA BANGSA;WEEKLY / BARANG PENGIRIMAN
HT0322;PT. PSW ANTASARI HOTEL;WEEKLY
HT0324;PT ASIA VAKANSI;WEEKLY
HT0326;PT BETAWI MAJU BERSAMA;WEEKLY
HT0328;PT RASUNA RESIDENCE DEVELOPMENT;RABU MINGGU KE 2 & 3
HT0330;PT KREASI CIPTA KARSA;BARANG PENGIRIMAN
HT0335;PT SINGGASANA MAJU SUKSES;WEEKLY
HT0337;PT GRAHA INDAH BUANATAMA;BULANAN
HT0338;PT JAYA HOTEL LESTARI;WEEKLY
HT0339;PT BUANA SABAS FATTAH;WEEKLY
HT0340;PT MADYA LINGKAR ARTHA;WEEKLY
HT0342;PT MODERN ASIA HOSPITALY;WEEKLY
HT0344;PT MANGGALA AKASHA INDONESIA;WEEKLY
HT0347;PT INNOVINDO KREASI BERSAMA;WEEKLY
HT0354;PT KUSUMA INTI ABADI;WEEKLY / MAUNYA BARANG PENGIRIMAN
HT0356;PT KRAKATAU SARANA PROPERTI;WEEKLY
RS0508;PT PERKASA TUNGGAL MANDIRI;WEEKLY
RS0731;PT STACO GRAHA;MONTHLY
HT0116;PT PERMADANI KHATULISTIWA NUSANTARA;INVOICE BARANG PENGIRIMAN
HT0358;PT. CIKARANG BERKAT MAKMUR;WEEKLY
RS2368;PT CAHAYA PANGAN INDONESIA;Weekly - Senin
RS1940;PT PRIMA LESTARI KOPI BERJAYA;Weekly - Senin
RS0412;PT LEGENDA KULINER;Weekly - Senin
RS2224;PT KAYA SAJI GROUP;Weekly - Senin
RS0496;PT PANCIOUS TIRTA JAYA;Weekly - Senin
UM0396;BUDIJONO TANUDJAJA;Weekly - Senin
RS2185;PT KOLEKTIF SENOPATI INDONESIA;Weekly - Senin
RS1175;PT BERRIEN PARAMA MULIA;Weekly - Senin
RS0587;PT STOKESWOOD RETAIL;Weekly - Senin
RS2017;PT SEDAP RASA SEGALA;Weekly - Senin
RS2344;PT SENANG - SENANG BERHADIAH;Weekly - Senin
RS2500;PT AVANI SIVA PRADANA;Weekly - Senin
RS2592;PT KHARISMA ANUGRAH JAWARA ABADI;Weekly - Senin
RS2296;PT BROOKLYN BOGA UTAMA;Weekly - Senin
RS2614;PT ALAMI SEJAHTERA NUSANTARA;Weekly - Senin
RS2697;PT.OGURINDO SEJAHTERA SELALU;Weekly - Senin
RS2228;PT DWIMITRA SAUDARA MERDEKA;Weekly - Senin
RS2927;PT EMA INTI MITRA;Weekly - Senin
RS2759;PT CHAMP RESTO INDONESIA;Weekly - Senin
RS2021;PT KULNER ARTISAN ITALIA;Weekly - Senin
RS2866;PT ANEKA OASIS INDAH;Weekly - Senin
RS1451;PT NAMU CITA RASA;Weekly - Senin
RC0107;PT RUWANDA SELERA ABADI;Weekly - Senin
RS2637;PT SAS INDOBOGA KULINER;Weekly - Jumat
RS2591;PT SELAMAT MAKAN INDONESIA;Weekly - Senin
RS2998;PT SENA INTI BOGA;Weekly - Senin
OT0112;MEAT & LIVESTOCK AUSTRALIA LIMITED (MLA);Weekly - Senin
RS0320;PT FUJI PERKASA;Weekly - Selasa
RS1233;IPPUDO CATERING INDONESIA;Weekly - Selasa
RS0953;PT. ABADI TUNGGAL LESTARI;Weekly - Selasa
RS0401;PT KILIMANJARO ABADI;Weekly - Selasa
RS2256;PT GEMINI TAURUS BINTANG KULINER;Weekly - Selasa
RS1245;PT MAKANAN LEZAT FOODARTISAN;Weekly - Selasa
RS1235;PT ENAK TAU INDONESIA;Weekly - Selasa
RS0325;PT. GASTRONOMICA INDONESIA;Weekly - Selasa
RS1050;PT SELARAS MITRA MAJU;Weekly - Selasa
RS1998;PT. JASA MAKANAN REZEKI;Weekly - Selasa
RS3107;PT. PRIMA RASA ITALIA;Weekly - Selasa
RC0032;PT. MUARA JUARA KREASI INDONESIA;Weekly - Selasa
RS2152;RONNY ERFANO;Weekly - Selasa
RS0901;CLIQUE KITHEN AND BAR;Weekly - Selasa
RS2245;FORMAGIO BERKAH BOGA INDONESIA;Weekly - Selasa
RS1196;PT. GERAI ADICIPTA INTERNASIONAL;Weekly - Selasa
RS2058;KRISNA INTI PERSADA;Weekly - Selasa
RS1330;PT. BOGA MAKMUR PERKASA;Weekly - Selasa
RS0625;PT. TRISILA WIRA MANDIRI;Weekly - Selasa
RS1994;PT. BERKAH GONBOGA DEBA;Weekly - Selasa
RS0274;PT. CULINA GLOBAL UTAMA;Weekly - Selasa
RS2568;CITRA DUNIA SENTOSA;Weekly - Selasa
RS2566;KOPI KINA INDONESIA;Weekly - Selasa
RS1264;PT. BENGAWAN SOLO COFFEE;Weekly - Selasa
RS2757;PT ANEKA BINTANG GUDANG;Weekly - Selasa
RS2607;PT. CITA RASA EKSKLUSIF;Weekly - Selasa
RS1577;PT. CENDRAWASIH PANGAN SEJAHTERA;Weekly - Selasa
RS2242;PT. BANBAN INDONESIA GEMILANG;Weekly - Selasa
RS0287;PT.DONER CITARASA MEDITERANIA;Weekly - Selasa
RS2492;PT SUPER NORMAL SISTEM LLC;Weekly - Selasa
RS1691;PT. VERANDA PURI RESIDENCE;Weekly - Selasa
RS2232;PT. WYLS KULINA SATU;Weekly - Selasa
RS2317;PT. WOLFGANG STEAKHOUSE INDONESIA;Weekly - Selasa
RS2809;PT SYIRKAH BOGA BERKAH;Weekly - Selasa
RS2875;PT SUMBER RASA JAYA;Weekly - Selasa
RS2194;PT BOGA SEJAHTERA BERSAMA;Weekly - Selasa
RS0505;PT PELITA BOGA SEJAHTERA;Weekly - Selasa
RS0504;PT PELITA BOGA LESTARI;Weekly - Selasa
RS2915;PT WANG SUKSES ABADI;Weekly - Selasa
RS2940;PT IDE SELERA NUSANTARA;Weekly - Selasa
RS2958;PT RUMAH PERI CIPTARASA;Weekly - Selasa
RS2972;PT ENTRA DANA PERKASA;Weekly - Selasa
RS3063;PT. PASTI BISA LAH;Weekly - Selasa
RS1942;PT INDAH MAMIN INDONESIA;Weekly - Rabu
RS0218;BINA SARANA SENTOSA;Weekly - Rabu
RS2270;PT ANIMALE KULINER INDONESIA;Weekly - Rabu
RS0983;PT. GILA MAKAN ENAK;Weekly - Rabu
RS1010;PT. BERKAT BOGA SENTOSA;Weekly - Rabu
RS1848;PT. MARQUEE CENTRAL BISNIS;Weekly - Rabu
RS1944;FRANKY ANGKAWIJAYA;Weekly - Rabu
RS1028;PT. SENTRAL AL-JAZEERAH;Weekly - Rabu
RS1990;INTAN SRIWAHYUNI;Weekly - Rabu
RS0621;PT. TOSUNG SEVEN STARS F&B;Weekly - Rabu
RS1715;CV BERKAT BOGA MAKMUR;Weekly - Rabu
RS2293;PT. KOPI UTAMA INDONESIA;Weekly - Rabu
RS2725;PT PESONA DARI TIMOR;Weekly - Rabu
RS3034;PT PESONA TIMUR SEJATI;Weekly - Rabu
RS2294;PT. KOPI INTERNASIONAL INDONESIA;Weekly - Rabu
RS2111;PT INTRO BISTRO CAFE;Weekly - Rabu
RS2633;PT INTRO BISTRO RESTO;Weekly - Rabu
RS0081;RIKO TANSIL;Weekly - Rabu
RS0193;PT. API METRA BOGA;Weekly - Senin
RS1278;PT. TIGA ROTI PERDANA;Weekly - Rabu
RS1479;PT. TIGA ROTI PERDANA;Weekly - Rabu
RS1515;PT. BIKO INDONESIA;Weekly - Selasa, Rabu, dan Kamis
RS1524;PT. PAREWA NUSA PELITA;Weekly - Rabu
RS1997;GAVIN LINGGA JUNIARDI;Weekly - Rabu
RS2903;PT. BOTTEGA EDESIA CITRA;Weekly - Rabu
RS0655;ZENSHO INDONESIA;Weekly - Rabu
RS1276;INDRAWATI MOERTI;Weekly - Rabu
RS2578;CV NASAA PANGAN UTAMA;Weekly - Rabu
RS2574;PT. MASAKAN ANAK BANGSA;Weekly - Rabu
RS2562;CV KREASI SUMBER MAKMUR;Weekly - Rabu
RS2735;PT SAMUDERA PANGAN ABADI;Weekly - Rabu
RS1370;PT. SELERA SUKSES PRATAMA;Weekly - Rabu
RS1554;PT MARCHE INTERNATIONAL;Weekly - Rabu
RS2833;PT KICHIRI RIZKI ABADI;Weekly - Rabu
RS2831;PT KICHIRI RIZKI ABADI;Weekly - Rabu
RS2844;PT ANUGERAH DAGANG (switch ka eva);Weekly - Senin
RS1806;BETHADITYA ADHISATRYA (switch ka eva);Weekly - Rabu
RS2846;PT KOREAN FNB INDONESIA;Weekly - Rabu
RS2909;PT GITA DJOEANG SEJAHTERA;Weekly - Rabu
RS2894;PT SEHAT SEGAR SENANTIASA;Weekly - Rabu
RS3071;PT YANG PENTING CUAN;Weekly - Rabu
RS2963;PT YOUGDAERI PANGAN UTAMA;Weekly - Senin
RS2930;PT MDA IRONPLATE KUNINGAN;Weekly - Rabu
RS3008;PT BOGA CROISSANT INDONESIA;Weekly - Senin
RS2979;PT PETIQ BERKAT BERSAMA;Weekly - Rabu
RS1942;PT. SUPER POTATO INDONESIA;Weekly - Kamis
RS0267;PT. COZMO SERVICED APARTMENTS;Weekly - Kamis
RS1891;SELERA CITRA MAS;Weekly - Kamis
RS1673;IRWAN RIANTO SAMARIF;Weekly - Kamis
RS1389;PT. MORADI;Weekly - Kamis
RS1623;RUMAH DAGING / SONY;Weekly - Kamis
RS2157;THOMSON EDISON;Weekly - Kamis
RS2743;PT FUJIN SUMBER RASA;Weekly - Kamis
RS0566;PT. SELERA SARAPAN SEDUNIA;Weekly - Kamis
RS1649;PT. JALINMITRA SUKSES BERSAMA;Weekly - Kamis
RS0515;PT PRESTASI LANCAR ABADI;Weekly - Kamis
RS0764;RONNY WAZIER;Weekly - Kamis
RS1967;DELAPAN PRIMA MANDIRI;Weekly - Kamis
RS2652;PT. BOGA PRIMA NUTRINDO;Weekly - Kamis
RS1620;PT.PARAMITA INTI UTAMA;Weekly - Kamis
RS2236;PT. TRIWAT MITRA KULINER;Weekly - Kamis
RS2676;PT LOYAL MAJU BERSAMA;Weekly - Kamis
RS2252;PT SOC ANUGRAH INDONESIA;Weekly - KG WEEKLY - KAMIS. PANGPOL JUMAT
RS3030;PT FEDWELL SEHAT SEJAHTERA;Weekly - Kamis
RC0099;PT BOGA PENDEKAR INDONESIA;Weekly - Kamis
RS2825;PT CAKRAWALA MITRA ANUGERAH;Weekly - Kamis
RS2563;PT KISAH RASA INDONESIA;Weekly - Kamis
RS1324;PT LUCKY SAMUDRA PRATAMA;Weekly - Kamis
RS1640;H. ISWADI;Weekly - Jumat
RS1120;PT. CITRA ANGSANA PERKASA;Weekly - Jumat
UM0186;FORTUNA PACIFIC;Weekly - Jumat
RS0039;CV. CAHAYA SAKTI;Weekly - Jumat
RS2677;PT TORO FOOD INDONESIA;Weekly - Selasa
RS2699;PT.ADHIBOGA VISI PRAKARSA;Weekly - Jumat
RS1985;PT PIONEERINDO GOURMENT INTERNATIONAL TBK;Weekly - Jumat
RS1480;HARUM RAHAYU CITRA;Weekly - Jumat
RS1697;PT. SATE TAICHAN GORENG;Weekly - Jumat
RS2778;PT MURINO BERJAYA INDONESIA;Weekly - Jumat
RS1495;PT. ASIA PREMIER JAYA FOOD;Weekly - Selasa mggu 2 dan 4
RS0245;PT. CASSIS;Weekly - Senin mnggu 1 dan 3
RS0236;PT. BROSCO CITARASA MANDIRI;Weekly - minggu kedua dan keempat setiap jumat
RS0237;PT. BRYTHA INDONESIA;Weekly - minggu kedua dan keempat setiap jumat
RS1445;PT LIMA DUA LIMA TIGA, TBK;Weekly - minggu kedua dan keempat setiap WEEKLY - SELASA
RS2035;PT IZUMIDA SUKSES BERJAYA;Weekly - Setiap tanggal 1 dan 16
RS1214;48 DIMSUM INDONESIA;Weekly - Setiap tanggal 1 dan 15 bulan berjalan
RS2711;PT. SABIKA PANGAN NUSANTARA;Weekly - minggu pertama dan ketiga setiap WEEKLY - RABU
RS1145;PT. BOGA MULIA INDONESIA;Weekly - Setiap tanggal 5,15,25 bulan berjalan
RS0388;PT. KARYA INDO SELERA;Weekly - Setiap tanggal 5,15,25 bulan berjalan
RS0938;PT SEJUTA RASA CARPEDIA;Weekly - Setiap tangal 1 dan 15 bulan berjalan
RS1669;PT APC INTERNATIONAL INDONESIA;Montly - awal bulan sebelum tanggal 8
RS1166;PT BAKOEL RETAIL INDONESIA;Weekly - bulanan sebelum tanggal 13 setiap senin
RS0129;MARUFUKU RETAURANT 1;Weekly - Selasa
RS1797;PT. TALENTA GELORA SERAFIM;Weekly - Rabu
RS1041;PT GRAHA KOPI JAYA  (BP);Weekly - Selasa
RS0201;PT. ASIAMADYA SELARAS;Weekly - SENIN
RS0209;PT. BALDMAN GROUP;Weekly - SENIN
RS2710;PT. LEOGART CAKRA BOGA;Weekly - SENIN
RS0744;PT ROEMAH REMPAH KULINER;Weekly - MINGGU PERTAMA SENIN
RS0843;PT. FASTFOOD INDONESIA Tbk.;Weekly - Senin
RS0925;PT. PETRUK DELIMA MAJU;Weekly - Senin
RS1139;SILOKANANTA CV;Weekly - Senin dan Jumat
RS1247;CV. YOI INDONESIA;Weekly - Senin
RS1518;PT. SANGGADAYA KALATRAYA;Weekly - Senin
RS1819;PT SINAR RASA CEMERLANG;Weekly - Senin
RS1932;PT INFINITI SOLUSINDO INDONESIA;Weekly - Senin
RS2122;PT PLANETMAS ADIDAYA BOGA;Weekly - Senin
RS2212;PT SINAR RASA ABADI;Weekly - Senin
RS2478;PT. PLANETMAS ADIDAYA DUNIA;Weekly - Senin
RS1859;CV. HOLYCOW BHADRANAYA GRUP;Weekly - Senin dan Weekly - Kamis
RS1907;CV. KULINA BHADRANAYA;Weekly - Senin dan Weekly - Kamis
RS2706;PT. HARUM MARANGGI INDONESIA;Weekly - Senin dan Weekly - Kamis
RS2852;PT SEJAHTERA NIKMAT ABADI;Weekly - Senin
RS2957;PT CIPTA BOGA MAJU;Weekly - Senin
RS2992;CV BERKAT PANGAN MAKMUR;Weekly - Senin
RS0173;PT. ADICIPTA BOGA INTIPRIMA;Weekly - Senin-Jumat jam 13.00-16.00
RS2921;PT GONTRAN CHERRIER INDONESIA;Weekly - senin
RS3019;PT BUMI AKI BOGA;Weekly - Senin
RS0994;PT ISTANA NOODLE HOUSE ;Weekly - Senin
RS0231;HMITRA ANUGRAH (fajar jaya lentera);Weekly - Selasa
RS0392;PT. KASIH AGAPE JAYA;Weekly - Selasa
RS0483;LE-QUARTIER;Weekly - Selasa
RS0539;PT. RELLS KULINER;Weekly - Selasa
RS1135;PT. SPARKLINDO BOGA JAYA;MINGGU KE 2 WEEKLY - SELASA TUKER FAKTUR
RS1183;PT. MAPLE BOGA INDONESIA;Weekly - Selasa
RS1367;PT. SURYA TIRTA HALIM;Weekly - Selasa
RS2280;PT. SURYA TIRTA HALIM;Weekly - Selasa
RS1722;PT.AGRAPANA NIAGA GEMILANG;Weekly - Selasa
RS1857;PT HIJAU KEBUN ASRI;Weekly - Selasa
RS1880;PT.TRIASTA BOGA MANDIRI;Weekly - Selasa dan Jumat
RS1987;CARISSA VASHTI PUSPO WIDJOJO;Weekly - Selasa
RS1999;PT ISABOGA INDO KULINER;Weekly - Selasa
RS2087;PT CITARASA KAYU API;Weekly - Selasa
RS2179;PT SATU CITA RASA;Weekly - Selasa
RS2300;CV CAHAYA SINAR MATAHARI;Weekly - Selasa
RS2323;PT Waralaba Sajian Nusantara;Weekly - Selasa
RS2419;PT KAYA ALAM SEJAHTERA;Weekly - Selasa
RS2489;PT ANANDA KREASI SUKSES;Weekly - Selasa
RS2495;PT SELERA PANGAN ASIA;Weekly - Selasa
RS2502;PT. KAMA SAMBOGA GRUP;Weekly - Selasa
RS2571;PT BARTIERIE TEPUNG SAHABAT;Weekly - Selasa
RS2608;PT LIMA MITRA SAHABAT;Weekly - Selasa
RS2609;PT DELI ARTISAN INTERNASIONAL;Weekly - Selasa
UM0790;MARDINSYAH;Weekly - Selasa
RS1615;PT. YAHALA PUTRA NUSANTARA;Weekly - Selasa
RS2669;PT MAPO GALMEGI KUNINGAN;Weekly - Selasa
RS1894;PT. JOE AND DOUGH BOGA INDONESIA;Weekly - Selasa
RS2376;PT. BERKAH ADHIKARI INDONESIA KREATIF;Weekly - Selasa
RS2575;PT. AGNEYA BAHANA CREASINDO;Weekly - Selasa
RS2810;PT. WELAS ASIH BERKARYA;Weekly - Selasa
RS2494;PT. JAKARTA ARTISAN PANGAN;Weekly - Selasa
RS1614;PT. JAKARTA ARTISAN INTERNATIONAL;Weekly - Selasa
RS2905;PT. DENGAN HARAPAN PASTI;Weekly - Selasa
RS2938;PT MAPO GALMEGIK PIK;Weekly - Selasa
RS1913;PT MAHAKARYA GAYA ANUGRAH;Weekly - Selasa
RS2948;PT ORANG KAYA BAHAGIA;Weekly - Selasa
RS2702;PT PERMATA SARI BOGA;Weekly - Selasa
RS3006;PT WANATA JAYA CIPTA;Weekly - Selasa
RS1450;PT CIPTA REJEKI BERSAMA;Weekly - Selasa
RC0048;PT. KAFE BENE INDONESIA;Weekly - Selasa
RS3018;PT SEGAR PUTRA INDONESIA;Weekly - Selasa
RC0157;PT SEJIWA COFFEEE ADITYAWARMAN;Weekly - Selasa
RS3065;PT DANADIPA SAMBOGA INDAH;Weekly - Selasa
RS3070;PT OMOTESANDO INDONESIA;Weekly - Selasa
RS3035;PT SOOKDAL FOOD INDONESIA;Weekly - Selasa
RS3094;PT KULINER GLOBAL NUSANTARA;Weekly - Selasa
RS0305;PT. EN PRIMA FOOD&BEVERAGE;Weekly - Rabu
RS2011;PT. ANEKA SERBA BOGA;Weekly - Rabu
RS0771;SUSHI BOX / CV. KREASI JAWARA JAYA;Weekly - Rabu
RS0919;PT. SARANA MAKANAN LEZAT;Weekly - Rabu
RS1095;PT. ECHIGOYA INDONESIA;Weekly - Rabu
RS1307;PT. OCEANA PRISMA INDO;Weekly - Rabu
RS1631;ISHAK ROHATA BESTELINE NAPITUPULU;Weekly - Rabu
RS1657;PT.PRIMA GERAK KOTA;Weekly - Rabu
RS1762;PT.JAGOAN KAFE INTERNASIONAL;Weekly - Rabu
RS1839;MALWIN RICHIE KRISNA;Weekly - Rabu
RS1865;PT PRIMA CITRARASA UTAMA;Weekly - Rabu
RS1955;PT AGK PANGAN MAKMUR LESTARI;Weekly - Rabu
RS2028;PT CEMERLANG HOKI BERSAMA;Weekly - Rabu
RS2334;PT SURYAKALA TIMUR KIRANA MARTA;Weekly - Rabu
RS2447;PT SUMBER TRI JAYA;Weekly - Rabu
UM0672;PT ABC COOKING STUDIO INDONESIA;Weekly - Rabu
RS2432;PT. INDO BELGIA BOGA;Weekly - Rabu
RS1016;PT. BUMI BERKAH AGRO INDONESIA;Weekly - Rabu
RS1542;PT. SUKSES KARYAKITA BERSAMA;Weekly - Rabu
RS1991;PT. AMBER BERKAT INTERNUSA;Weekly - Rabu
RS0521;PT. PRIMA PERKASA GLOBALINDO;Weekly - Rabu
RS0486;PT. OGO MAS;Weekly - Rabu
RS2734;PT. BOGA SENI SEJAHTERA;Weekly - Rabu
RS0549;PT. SAHABAT PRIMA INTI NIAGA;Weekly - Rabu
ps1117;PT SUNSHINE INTERNATIONAL FOOD;Weekly - Rabu
RS2853;PT. RUMAH TREMEL JAYA;Weekly - Rabu
RS2034;PT. KENCANA ANAKMAS LESTARI;Weekly - Rabu
RS2786;PT. SAMS KARAWACI KOMUNIKA;Weekly - Rabu
RS2068;PT CUAN TANPA HENTI;Weekly - Rabu
RS0645;PT. WIJAYA KULINER;Weekly - Rabu
RS2947;PT. KAY DOT RESTAURANT;Weekly - Rabu
RS0255;PT. CIPTA RETAIL PRAKARSA;Weekly - Rabu
RS2989;PT PASTI CUAN SELALU;Weekly - Rabu
RS2994;PT JAPAN FLOW CORP;Weekly - Rabu
RS2997;PT SUMBER SELERA INDONESIA;Weekly - Rabu
RS1806;BETHADITYA ADHISATRYA WINARNO;Weekly - Rabu
RS2844;PT ANUGERAH DAGANG BERSAMA;Weekly - Rabu
RS3111;PT ANUGERAH DAGANG BERINVESTASI;Weekly - Rabu
RS0283;PT. DHANAJAYA BOGAINDO;Weekly - Kamis
RS0599;PT. SURYA ADHIKARA JAYA;Weekly - Kamis
RS0961;PT. SEDAP MAKMUR SEJAHTERA;Weekly - Kamis
RS1053;PT. KIDETA BOGA MULTIRASA;Weekly - Kamis
RS1191;PT. PAPARAMON INDONESIA;Weekly - Kamis
RS1246;SAFUAN KASNO SOEWONDO;Weekly - Kamis
RS2198;PT GELATO BALI;Weekly - Kamis
RS1599;CV.GEMILANG ANUGRAH SEJAHTERA;Weekly - Kamis
RS2096;RONALD SETIADI TRIWIBOWO;Weekly - Kamis
RS2184;PT KINI SUKSES INDONESIA;Weekly - Kamis
rs2315;PT SEKAI KANKYO INDONESIA;Weekly - Kamis
RS2448;PT FOKUS IFLAMA TERA;Weekly - Kamis
RS2565;PT CICIO INTI SUKSES;Weekly - Kamis
RS2610;PT MARGAUX MAKMUR INDONESIA;Weekly - Kamis
RS2613;PT GUNA KERTA JAYA;Weekly - Kamis
RS2620;PT. NAILI BOGA INDONESIA;Weekly - Kamis
