code;decription;kode
AAU2TEY001;AUS FRZ TB YP 2142 STRIPLOIN AGED;0202.30.00 Prime Cut B/Less Beku
AAU2TEY002;AUS FRZ BL TRIMMING 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TEY003;AUS FRZ BEEF O FOREQUARTER 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TEY004;AUS FRZ A 2081 TOPSIRLOIN BUTT;0202.30.00 Prime Cut B/Less Beku
AAU2TEY005;AUS FRZ 6240 BEEF HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2TEY006;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2TEY007;AUS FRZ BEEF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TEY008;AUS FRZ TB A 2142 STRIPLOIN AGED 3.6KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2TEY009;AUS FRZ TB A 2243 RIBEYE AGED;0202.30.00 Prime Cut B/Less Beku
AAU2TEY010;AUS FRZ BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2TEY011;AUS FRZ TB RIBEYE 2.2 KG UP 7 RIB U/G;0202.30.00 Prime Cut B/Less Beku
AAU2TEY012;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2TEY013;AUS FRZ S KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2TEY014;AUS FRZ A 2020 SILVERSIDE;0202.30.00 Secondary B/Less Beku
AAU2TEY015;AUS FRZ PR GF STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2TEY016;AUS FRZ TB PR 2142 STRIPLOIN AGED;0202.30.00 Prime Cut B/Less Beku
AAU2TEY017;AUS FRZ NECK BONES;0202.20.00 Secondary B/In Beku
AAU2TEY018;AUS FRZ TB STRIPLOIN 2.7 KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2TEY019;AUS FRZ A KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2TEY020;AUS FRZ S RIBEYE 7R 3.1UP;0202.30.00 Prime Cut B/Less Beku
AAU2TEY021;AUS FRZ YP/S GF STRIPLOIN 2+ CERTIFIED ANGUS;0202.30.00 Prime Cut B/Less Beku
AAU2TEY022;AUS FRZ YP/S GF RIBEYE 2+ CERTIFIED ANGUS;0202.30.00 Prime Cut B/Less Beku
AAU2TEY023;AUS FRZ YP/S GF TENDERLOIN S/OFF 2+ 1.8 UP CERTIFIED ANGUS;0202.30.00 Prime Cut B/Less Beku
AAU2TEY024;AUS FRZ BRISKET NE;0202.30.00 Manufaturing B/Less Beku
AAU2TEY025;AUS FRZ S BRISKET NE;0202.30.00 Manufaturing B/Less Beku
AAU2TEY026;AUS FRZ BRISKET BONE;0202.20.00 Secondary B/In Beku
AAU2TEY027;AUS FRZ FQ 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THO001;AUS FRZ TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THO002;AUS FRZ BEEF TONGUE SWISS CUT;0206.21.00 Tongue
AAU2THO003;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2THR001;AUS FRZ AF 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR002;AUS FRZ LIPS TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR003;AUS FRZ FH 95 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR004;AUS FRZ K TRIMMING 95CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR005;AUS FRZ CT TRIMMING 95CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR006;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2THR007;AUS FRZ 6040 BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2THR008;AUS FRZ A 2090 RUMP;0202.30.00 Prime Cut B/Less Beku
AAU2THR009;AUS FRZ BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2THR010;AUS FRZ B TRIMMING 85 CL RETAIL;0202.30.00 Manufaturing B/Less Beku
AAU2THR011;AUS FRZ O TRIMMING 95 CL;0202.30.00 Manufaturing B/Less Beku
AAU2THR012;AUS FRZ A 2000 TOPSIDE;0202.30.00 Secondary B/Less Beku
AAU2THR013;AUS FRZ BEEF TAIL;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2THR014;AUS FRZ A 2160 TENDERLOIN SS/OFF AGED;0202.30.00 Prime Cut B/Less Beku
AAU2THR015;AUS FRZ BEEF FEET;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2THR016;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2THR017;AUS FRZ A 2070 KNUCKLE;0202.20.00 Secondary B/In Beku
AAU2THR018;AUS FRZ A 2310 CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AAU2THR019;AUS FRZ A 2300 BLADE;0202.30.00 Secondary B/Less Beku
AAU2THR020;AUS FRZ A 2030 OUTSIDE;0202.30.00 Secondary B/Less Beku
AAU2THR021;AUS FRZ 1697 BEEF BACK RIB;0202.20.00 Secondary B/In Beku
AAU2THR022;AUS FRZ BEEF LUNG;0202.29.00 Paru dan Jantung
AAU2THR023;AUS FRZ B 2160 TENDERLOIN SS/OFF;0202.30.00 Prime Cut B/Less Beku
AAU2THR024;AUS FRZ B 2310 CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AAU2THR025;AUS FRZ NECK BONE;0202.20.00 Secondary B/In Beku
AAU2THR026;AUS FRZ B 2275 CHUCK ROLL;0202.30.00 Secondary B/Less Beku
AAU2TNR001;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2TNR002;AUS Frozen CAAB Ribeye GF IW Vac;0202.30.00 Prime Cut B/Less Beku
AAU2TNR003;AUS Frozen CAAB Striploin GF IW Vac;0202.30.00 Prime Cut B/Less Beku
AAU2TNR008;AUS FRZ TONGUE ROOT;0206.21.00 Tongue
AAU2TNR009;AUS FRZ HEAD MEAT;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2TNR010;AUS FRZ GF 1601 TOMAHAWK;0202.20.00 Prime Cut B/In Beku
AAU2TNR011;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2TNR012;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2TYB001;AUS FRZ TB A 2160 TENDERLOIN SS/OFF AGED;0202.30.00 Prime Cut B/Less Beku
AAU2TYB003;AUS Frozen TB S Ribeye 200gr Portion MAP;0202.30.00 Prime Cut B/Less Beku
AAU2TYB004;AUS FRZ TB RIBEYE 2.2KG UP 5 RIB;0202.30.00 Prime Cut B/Less Beku
AAU2TYB005;AUS FRZ PR RIBEYE 5 RIBS 2.2KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2TYB006;AUS FRZ GF TOMAHAWK RIBS;0202.20.00 Prime Cut B/In Beku
AAU2TYB007;AUS FRZ TB STRIPLOIN 3 RIBS 5KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2TYB008;AUS Frozen B/In TB S Short Rib;0202.20.00 Prime Cut B/In Beku
AAU2TYB010;AUS FRZ PR STRIPLOIN 3 RIBS 5KG UP;0202.30.00 Prime Cut B/Less Beku
AAU2TYB011;AUS FRZ SHORTLOIN;0202.20.00 Prime Cut B/In Beku
AAU2TYB013;AUS FROZEN BEEF TRIMMING 90 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TYB014;AUS FRZ K FOREQUARTER 95 CL BP;0202.30.00 Manufaturing B/Less Beku
AAU2TYB015;AUS FRZ TRIMMING 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2TYB016;AUS FROZEN H TRIMMING 70 CL;0202.30.00 Manufaturing B/Less Beku
AAU2VMV001;AUS FRZ NECK BONE;0202.20.00 Secondary B/In Beku
AAU2VMV002;AUS FRZ BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2WAM014;AUS FRZ LAMB SHORTLOIN B/IN;0202.20.00 Prime Cut B/In Beku
AAU2WAR001;AUS FRZ WAG TOPSIDE MB 6-7;0202.30.00 Secondary B/Less Beku
AAU2WFA001;AUS FRZ BRISKET BONE;0202.20.00 Secondary B/In Beku
AAU2WFA002;AUS FRZ SCAPULAR CARTILAGE;0202.20.00 Secondary B/In Beku
AAU2WFA003;AUS FRZ PATELLA BONES;0202.20.00 Secondary B/In Beku
AAU2WFA004;AUS FRZ BEEF VERTEBRAE;0202.20.00 Secondary B/In Beku
AAU2WFA005;AUS FRZ NECK BONE;0202.20.00 Secondary B/In Beku
AAU2WFA009;AUS FRZ BEEF BACK BONE;0202.20.00 Secondary B/In Beku
AAU2WIN001;AUS CHL BA GF TENDERLOIN MB 2+;0202.30.00 Prime Cut B/Less Beku
AAU2WIN002;AUS FRZ BEEF TONGUE ROOT;0206.21.00 Tongue
AAU2WIN003;AUS FRZ BEEF LIPS;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2WIN004;AUS FRZ BEEF FEET;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat, Feet
AAU2WIN005;AUS FRZ TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2WIN006;AUS FRZ LUNG BP;0202.29.00 Paru dan Jantung
AAU2WIN007;AUS FRZ BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2WIN008;AUS FRZ BEEF LIVER;0206.22.00 Hati
AAU2WIN009;AUS FRZ BEEF HEART;0202.29.00 Paru dan Jantung
AAU2WIN010;AUS FRZ S GF RIB END MEAT (TIGER TAIL);0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAU2WMP001;AUS FRZ A 2243 RIBEYE;0202.30.00 Prime Cut B/Less Beku
AAU2WMP002;AUS FRZ B 2243 RIBEYE;0202.30.00 Prime Cut B/Less Beku
AAU2WMP003;AUS FRZ B 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2WMP004;AUS FRZ A 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2WMP005;AUS FRZ 1672 BRISKET PL B/IN;0202.20.00 Secondary B/In Beku
AAU2WMP006;AUS FRZ BEEF TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2WMP007;AUS FRZ PR 2142 STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AAU2WMP008;AUS FRZ BEEF FAT;0202.30.00 Manufaturing B/Less Beku
AAU2WMP009;AUS FRZ 6040 TONGUE ROOT;0206.21.00 Tongue
AAU2WMP010;AUS FRZ AF 85 CL;0202.30.00 Manufaturing B/Less Beku
AAU2WMP011;AUS FRZ GF WAG TRIMMING 65 CL;0202.30.00 Manufaturing B/Less Beku
AAU2WST001;AUS Frozen Ribeye Age;0202.30.00 Prime Cut B/Less Beku
AAU5IGU001;AUS FRZ OX TAIL END CUT TTI;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AAW1RIC001;AUS CHL WAGYU S OYSTER BLADE MB 6-7;0202.30.00 Secondary B/Less Beku
ABR2MVD001;BRZ FRZ TOPSIDE;0202.30.00 Secondary B/Less Beku
ABR2MVD002;BRZ FRZ KNUCKLE;0202.20.00 Secondary B/In Beku
ABR2MVD003;BRZ FRZ OUTSIDE FLAT;0202.30.00 Secondary B/Less Beku
ABR2MVD004;BRZ FRZ EYE ROUND;0202.30.00 Secondary B/Less Beku
ABR2MVD005;BRZ FRZ SHANK;0202.30.00 Secondary B/Less Beku
ABR2MVD006;BRZ FRZ HEEL MUSCLE;0202.30.00 Manufaturing B/Less Beku
ABR2MVD007;BRZ FRZ BRISKET;0202.30.00 Manufaturing B/Less Beku
ABR2MVD008;BRZ FRZ CHUCK TENDER;0202.30.00 Secondary B/Less Beku
ABR2MVD009;BRZ FRZ BLADE;0202.30.00 Secondary B/Less Beku
ABR2MVD011;BRZ FRZ CHUCK ROLL;0202.30.00 Secondary B/Less Beku
ABR2MVD012;BRZ FRZ FQ 70 CL;0202.30.00 Manufaturing B/Less Beku
ABR2MVD013;BRZ FRZ FQ 90 CL;0202.30.00 Manufaturing B/Less Beku
ABR2MVD014;BRZ FRZ STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
ABR2MVD015;BRZ FRZ CHUCK;0202.30.00 Secondary B/Less Beku
ABR2MVD016;BRZ FRZ RIBEYE;0202.30.00 Prime Cut B/Less Beku
ABR2MVD017;BRZ FRZ TENDERLOIN;0202.30.00 Prime Cut B/Less Beku
ABR2MVD018;BRZ FRZ FQ 4 MIXED;0202.30.00 Manufaturing B/Less Beku
ADK2ESS002;DMK FRZ DANISH CROWN 1838 PORK SPARE RIBS;0202.30.00 Prime Cut B/Less Beku
ADK2ESS007;DMK FRZ DANISH CROWN 1905 PORK TENDERLOIN 1905;0202.30.00 Prime Cut B/Less Beku
AES2ESP001;ESP FRZ BEEF TONGUE SWISS CUT;0206.21.00 Tongue
AES2ESP002;ESP FRZ SHANK;0202.30.00 Secondary B/Less Beku
AES2FGS001;ES FRZ BEEF TONGUE SWISS CUT;0206.21.00 Tongue
AES2FGS002;ES FRZ BRISKET PE;0202.30.00 Manufaturing B/Less Beku
AES2IBE004;ESP FRZ IBERICO PORK STRIPLOIN LOMO;0202.30.00 Prime Cut B/Less Beku
AID1IGU001;Chilled Australian Cattle Tenderloin 2 Kg VAC;0202.30.00 Prime Cut B/Less Beku
AID1LOC001;Chilled Local Tenderloin;0202.30.00 Prime Cut B/Less Beku
AID1LOC002;Chilled Beef Grain Fed Striploin 3R 4.5kg up;0202.30.00 Prime Cut B/Less Beku
AID1LOC003;Chilled Beef Grain Fed Tenderloin 1.8 kg up SS Off VP;0202.30.00 Prime Cut B/Less Beku
AID2ALT002;18 FROZEN BUFFALO MEAT FQ BULK;0202.30.00 Manufaturing B/Less Beku
AID2ALT003;31 FROZEN BUFFALO MEAT TENDERLOIN;0202.30.00 Prime Cut B/Less Beku
AID2ALT004;41 FROZEN BUFFALO MEAT TOPSIDE;0202.30.00 Secondary B/Less Beku
AID2ALT005;42 FROZEN BUFFALO MEAT KNUCKLE;0202.20.00 Secondary B/In Beku
AID2ALT006;44 FROZEN BUFFALO MEAT SILVERSIDE;0202.30.00 Secondary B/Less Beku
AID2ALT007;45 FROZEN BUFFALO MEAT RUMP STEAK;0202.30.00 Prime Cut B/Less Beku
AID2ALT008;46 FROZEN BUFFALO MEAT STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AID2ALT009;64 FRZ BUFFALO CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AID2ALT010;65 FROZEN BUFFALO MEAT BLADE;0202.30.00 Secondary B/Less Beku
AID2ALT011;67 FROZEN BUFFALO MEAT RIBEYE;0202.30.00 Prime Cut B/Less Beku
AID2ALT012;106 FROZEN BUFFALO MEAT FQ ROLL;0202.30.00 Manufaturing B/Less Beku
AID2DME001;AUS FRZ WAG 85CL G;0202.30.00 Manufaturing B/Less Beku
AID2DME002;AUS FRZ G TRIM 85 CL;0202.30.00 Manufaturing B/Less Beku
AID2GGL001;LOC Wagyu Brisket Bone;0202.20.00 Secondary B/In Beku
AID2GGL002;LOC Wagyu Trim 65 CL;0202.30.00 Manufaturing B/Less Beku
AID2IGU001;Frozen Australian Cattle Tenderloin 2 Kg VAC;0202.30.00 Prime Cut B/Less Beku
AID2IGU004;Frozen Australian Cattle Striploin 4kg VAC;0202.30.00 Prime Cut B/Less Beku
AID2IGU005;US FROZEN SHORT PLATE SLICE;0202.30.00 Prime Cut B/Less Beku
AID2LOC001;Frozen Beef Chuck Tender;0202.30.00 Secondary B/Less Beku
AID2LOC002;Frozen Beef Trimming 65 CL;0202.30.00 Manufaturing B/Less Beku
AID2LOC003;Frozen Beef Silverside;0202.30.00 Secondary B/Less Beku
AID2LOC004;Frozen Beef Eye Of Round (Gandik);0202.30.00 Secondary B/Less Beku
AID2LOC005;Frozen Beef Blade;0202.30.00 Secondary B/Less Beku
AID2LOC006;LOC Frozen Beef Forequarter 85 CL;0202.30.00 Manufaturing B/Less Beku
AID2LOC007;LOC Frozen Beef Lung Cooked;0202.29.00 Paru dan Jantung
AID2LOC008;LOC FRZ BEEF TONGUE;0206.21.00 Tongue
AID2LOC009;Frozen Beef Back Rib;0202.20.00 Secondary B/In Beku
AID2LOC011;Frozen Beef Rumps;0202.30.00 Prime Cut B/Less Beku
AID2LOC012;Frozen Beef Ribeye;0202.30.00 Prime Cut B/Less Beku
AID2LOC013;LOC Frozen Beef Tenderloin;0202.30.00 Prime Cut B/Less Beku
AID2LOC015;LOC Frozen Beef Shank;0202.30.00 Secondary B/Less Beku
AID2LOC016;LOC Frozen Beef Outside Flat;0202.30.00 Secondary B/Less Beku
AID2LOC017;LOC Frozen Beef Knuckle;0202.20.00 Secondary B/In Beku
AID2LOC018;LOC Frozen Beef Oxtail;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AID2LOC019;LOC Frozen Beef Short Rib;0202.30.00 Prime Cut B/Less Beku
AID2LOC021;LOC Frozen Beef Topside;0202.30.00 Secondary B/Less Beku
AID2LOC022;US CAB CHUCK SHORT RIB B/LESS CUT YAKINIKU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC023;Frozen Beef Brisket;0202.30.00 Manufaturing B/Less Beku
AID2LOC024;LOC Frozen Beef Lung;0202.29.00 Paru dan Jantung
AID2LOC025;US CAB CHUCK SHORT RIB B/LESS CUT SHABU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC026;LOC Frozen Beef Striploin;0202.30.00 Prime Cut B/Less Beku
AID2LOC028;LOC Frozen Rib Meat;0202.30.00 Prime Cut B/Less Beku
AID2LOC029;LOC Frozen Beef Trimming 50 CL;0202.30.00 Manufaturing B/Less Beku
AID2LOC030;LOC Frozen Head Meat;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AID2LOC031;LOC Frozen Beef Lips;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AID2LOC032;LOC FQ 90 CL;0202.30.00 Manufaturing B/Less Beku
AID2LOC033;TRIMMING 85 GB;0202.30.00 Manufaturing B/Less Beku
AID2LOC034;TRIMMING 75 GB;0202.30.00 Manufaturing B/Less Beku
AID2LOC035;Frozen Beef Grain Fed Tenderloin 1.8 kg up SS Off VP;0202.30.00 Prime Cut B/Less Beku
AID2LOC036;ID FRZ GF BEEF STRIPLOIN 4.5 KG UP VP;0202.30.00 Prime Cut B/Less Beku
AID2LOC037;FROZEN CH BEEF BACK RIB;0202.20.00 Secondary B/In Beku
AID2LOC039;US GROUND BEEF 70% CHUCK 30% SHORT PLATE;0202.30.00 Prime Cut B/Less Beku
AID2LOC045;AUS STRIPLOIN SHABU-SHABU 1MM 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC046;AUS RIBEYE SHABU-SHABU 1 MM 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC047;US SHORT PLATE CUT 1,5 MM 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC048;PAKET COMBO STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AID2LOC049;US SHORT PLATE SHABU-SHABU CUT 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC050;US SHORT PLATE SHABU-SHABU CUT 500GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC052;AUS CHUCK CREST GRADE S CUT STEAK 200GR;0202.30.00 Secondary B/Less Beku
AID2LOC053;AUS CHUCK CREST GRADE S CUT SHABU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC054;WAGYU RIBEYE CAP MB4 CUT STEAK 150GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC055;AUS BEEF LUNG (PARU) 1KG;0202.29.00 Paru dan Jantung
AID2LOC056;AUS FRZ TENDERLOIN YAKINIKU 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC057;NZ FRZ TENDERLOIN SHABU-SHABU CUT 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC059;BEEF PREMIUM RIBEYE MB4 300GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC060;AUS STRIPLOIN PR GRASS FED MB2+ PINNACLE 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC063;AUS FRZ S RIBEYE CUT 100GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC064;US FRZ TOP BLADE SLICE - YL;0202.30.00 Secondary B/Less Beku
AID2LOC065;US FRZ OUTSIDE SKIRT SLICE - YL;0202.30.00 Secondary B/Less Beku
AID2LOC066;US FRZ SHORT PLATE SLICE - YL;0202.30.00 Prime Cut B/Less Beku
AID2LOC067;ESP FRZ BEEF TONGUE SWISS CUT SLICE - YL;0206.21.00 Tongue
AID2LOC068;US FRZ PR CHUCK SHORT RIB B/LESS CUT 5MM - YL;0202.30.00 Secondary B/Less Beku
AID2LOC069;US FRZ PR STRIPLOIN CUT - YL;0202.30.00 Prime Cut B/Less Beku
AID2LOC070;FRZ WAGYU RUMP CAP MB 4-5 CUT 150GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC071;FRZ WAGYU CHUCK TENDER MB 8-9 CUT SHABU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC072;GROUND BEEF MIDFIELD 85CL 250GR;0202.30.00 Manufaturing B/Less Beku
AID2LOC073;US PRIME CHUCK EYE ROLL CUT YAKINIKU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC074;US NR RIBEYE ROLL CUT STEAK 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC075;AUST STRIPLOIN ORGANIC CUT STEAK 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC076;AUS RIBEYE ORGANIC CUT STEAK 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC077;RIBEYE SLICE SHABU 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC078;US SHORT RIB BONE IN CUT PER RUAS 250GR;0202.20.00 Prime Cut B/In Beku
AID2LOC080;WAGYU STRIPLOIN HARVEY MB 4-5 CUT STEAK 300GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC081;WAG TOPSIDE BLACKMORE SLICE YAKINIKU 250GR;0202.30.00 Secondary B/Less Beku
AID2LOC082;WAGYU RIBEYE GRASS FED CUT STEAK 300GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC083;AUS GRAINFED RIBEYE CUT STEAK 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC084;AUS GRAINFED RIBEYE CUT STEAK 300GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC085;DAGING 95CL LOW FAT 1 KG;0202.30.00 Manufaturing B/Less Beku
AID2LOC088;BRAZIL RIBEYE CUT STEAK 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC089;US SHORT PLATE CUT 3 MM 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC090;B 41 FROZEN BUFFALO MEAT TOPSIDE 100044;0202.30.00 Secondary B/Less Beku
AID2LOC091;B 65 FROZEN BUFFALO MEAT BLADE 100020;0202.30.00 Secondary B/Less Beku
AID2LOC092;B 44 FROZEN BUFFALO MEAT OUTSIDE 100056;0202.30.00 Secondary B/Less Beku
AID2LOC093;B 45 FROZEN BUFFALO MEAT RUMP 100062;0202.30.00 Prime Cut B/Less Beku
AID2LOC094;US PREMIUM TONGUE CUT YAKINIKU 0.6MM 250GR;0206.21.00 Tongue
AID2LOC096;B 18 FROZEN BUFFALO MEAT FQ BULK;0202.30.00 Manufaturing B/Less Beku
AID2LOC097;B 31 FROZEN BUFFALO MEAT TENDERLOIN;0202.30.00 Prime Cut B/Less Beku
AID2LOC098;B 42 FROZEN BUFFALO MEAT KNUCKLE;0202.20.00 Secondary B/In Beku
AID2LOC099;B 46 FROZEN BUFFALO MEAT STRIPLOIN;0202.30.00 Prime Cut B/Less Beku
AID2LOC100;B 64 FROZEN BUFFALO MEAT CHUCK TENDER;0202.30.00 Secondary B/Less Beku
AID2LOC101;B 67 FROZEN BUFFALO MEAT RIBEYE;0202.30.00 Prime Cut B/Less Beku
AID2LOC102;B 106 FROZEN BUFFALO MEAT FQ ROLL;0202.30.00 Manufaturing B/Less Beku
AID2LOC103;US SHORT PLATE SLICE 500GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC104;AUS BRISKET NE SLICE 500GR;0202.30.00 Manufaturing B/Less Beku
AID2LOC105;AUS STRIPLOIN PR GRAIN FED CUT STEAK 200GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC106;AUS STRIPLOIN WAGYU GRAINFED MB 7 CUT STEAK 250GR;0202.30.00 Prime Cut B/Less Beku
AID2LOC107;AUS WAGYU TENDERLOIN MB 4 CUT STEAK;0202.30.00 Prime Cut B/Less Beku
AID2LOC108;AUS WAGYU KNUCKLE MB 6-7 CUT YAKINIKU 250GR;0202.20.00 Secondary B/In Beku
AID2LOC109;AUS WAGYU KNUCKLE MB 6-7 CUT STEAK  150GR;0202.20.00 Secondary B/In Beku
AID2LOC110;AUS WAGYU KNUCKLE MB 6-7 CUT SHABU;0202.20.00 Secondary B/In Beku
AID2MAS001;FROZEN BUFFALO FQ CM01;0202.30.00 Manufaturing B/Less Beku
AID2MOE001;AUS FRZ NECK BONES;0202.20.00 Secondary B/In Beku
AID2OLS001;US FRZ SHORT PLATE SLICE 500GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS004;OXTAIL END CUT (2-3)  500GR;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AID2OLS005;OXTAIL MIX CUT (4-5CM) 500GR;0206.29.00 Lips, Tandon, Tail, Head Meat, Cheek Meat
AID2OLS006;AUS STRIPLOIN PR GF AMH SLICED SHABU-SHABU 250GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS007;US TENDERLOIN NO ROLL 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS008;US RIBEYE UTILITY CUT 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS009;US STRIPLOIN SELECT CUT 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS010;US STRIPLOIN PRIME CUT 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS011;AUS STRIPLOIN YP RED GUM CUT 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS012;AUS STRIPLOIN YP RED GUM SLICED SHABU-SHABU 250GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS013;AUS FINGER MEAT CUT CUBE 500GR;0202.30.00 Secondary B/Less Beku
AID2OLS014;US OUTSIDE SKIRT SLICED 250GR;0202.30.00 Secondary B/Less Beku
AID2OLS015;US TOP BLADE SLICED 250GR;0202.30.00 Secondary B/Less Beku
AID2OLS016;US SHORTRIB B/LESS CH SCLICED 250GR;0202.30.00 Manufaturing B/Less Beku
AID2OLS017;US CHUCK FLAP MEAT SLICED 250GR;0202.30.00 Secondary B/Less Beku
AID2OLS018;DAGING SAPI AUS AMG BLADE BLACK ANGUS GRASS FED, HORMONE FREE, ANTIBIOTIC FREE 1KG;0202.30.00 Secondary B/Less Beku
AID2OLS019;AUS STRIPLOIN JOSHDALE BLACK ANGUS GRASS FED, HORMONE FREE, ANTIBIOTIC FREE 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS020;US CHUCK SHORT RIB BONE IN CHOICE (FINGER SLICE) 250GR;0202.20.00 Secondary B/In Beku
AID2OLS021;AUS BLACK LABEL RIBEYE CUT 200GR;0202.30.00 Prime Cut B/Less Beku
AID2OLS022;AUS STRIPLOIN PR GRAIN FED CUT 250 GR;0202.30.00 Prime Cut B/Less Beku
