Item No.;Item Description;VatGourpSa;VatGroupPu
AAU2WFA001;AUS FRZ BRISKET BONE;PPNK_08;PPNM_08
AAU2WFA002;AUS FRZ SCAPULAR CARTILAGE;PPNK_08;PPNM_08
AAU2WFA003;AUS FRZ PATELLA BONES;PPNK_08;PPNM_08
AAU2WFA004;AUS FRZ BEEF VERTEBRAE;PPNK_08;PPNM_08
AAU2WFA005;AUS FRZ NECK BONE;PPNK_08;PPNM_08
AAU2WFA006;AUS FRZ MUTTON CARCASS 6-WAY 24KG DN;PPNK_08;PPNM_08
AAU2WFA007;AUS FRZ MUTTON CARCASS 6-WAY 24KG UP;PPNK_08;PPNM_08
AAU2WFA008;AUS FRZ LAMB CHOP B/IN;PPNK_08;PPNM_08
AAU2WFA009;AUS FRZ BEEF BACK BONE;PPNK_08;PPNM_08
AAU2WFA010;AUS FRZ BEEF LEG BONES;PPNK_08;PPNM_08
AAU2WFA011;AUS FRZ BEEF FEMUR BONES;PPNK_08;PPNM_08
AAU2WFA012;AUS FRZ HUMERUS BONES;PPNK_08;PPNM_08
AAU2WFA013;AUS FRZ TIBIA BONES;PPNK_08;PPNM_08
AAU2WFA014;AUS FRZ RADIUS BONES;PPNK_08;PPNM_08
AAU2WFA015;AUS FRZ LAMB RIB SET;PPNK_08;PPNM_08
AAU2WFA016;AUS FRZ LAMB FLAP;PPNK_08;PPNM_08
AAU2WFA017;AUS FRZ LAMB FORESHANK 450 GR OV;PPNK_08;PPNM_08
AAU2WFA018;AUS FRZ LAMB HINDSHANK 450GR OV;PPNK_08;PPNM_08
AAU2WGF001;AUS FRZ LAMB MUTTON RACK B/IN IW;PPNK_08;PPNM_08
AAU2WGF002;AUS FRZ LAMB LEG B/LESS;PPNK_08;PPNM_08
AAU2WGF003;AUS FRZ MUTTON FORESHANK;PPNK_08;PPNM_08
AAU2WIN001;AUS CHL BA GF TENDERLOIN MB 2+;PPNK_08;PPNM_08
AAU2WIN002;AUS FRZ BEEF TONGUE ROOT;PPNK_08;PPNM_08
AAU2WIN003;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2WIN004;AUS FRZ BEEF FEET;PPNK_08;PPNM_08
AAU2WIN005;AUS FRZ TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2WIN006;AUS FRZ LUNG BP;PPNK_08;PPNM_08
AAU2WIN007;AUS FRZ BEEF FAT;PPNK_08;PPNM_08
AAU2WIN008;AUS FRZ BEEF LIVER;PPNK_08;PPNM_08
AAU2WIN009;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2WIN010;AUS FRZ S GF RIB END MEAT (TIGER TAIL);PPNK_08;PPNM_08
AAU2WMP001;AUS FRZ A 2243 RIBEYE;PPNK_08;PPNM_08
AAU2WMP002;AUS FRZ B 2243 RIBEYE;PPNK_08;PPNM_08
AAU2WMP003;AUS FRZ B 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU2WMP004;AUS FRZ A 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU2WMP005;AUS FRZ 1672 BRISKET PL B/IN;PPNK_08;PPNM_08
AAU2WMP006;AUS FRZ BEEF TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2WMP007;AUS FRZ PR 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU2WMP008;AUS FRZ BEEF FAT;PPNK_08;PPNM_08
AAU2WMP009;AUS FRZ 6040 TONGUE ROOT;PPNK_08;PPNM_08
AAU2WMP010;AUS FRZ AF 85 CL;PPNK_08;PPNM_08
AAU2WMP011;AUS FRZ GF WAG TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2WST001;AUS Frozen Ribeye Age;PPNK_08;PPNM_08
AAU5IGU001;AUS FRZ OX TAIL END CUT TTI;PPNK_08;PPNM_08
AAW1RIC001;AUS CHL WAGYU S OYSTER BLADE MB 6-7;PPNK_08;PPNM_08
ABR2MVD001;BRZ FRZ TOPSIDE;PPNK_08;PPNM_08
ABR2MVD002;BRZ FRZ KNUCKLE;PPNK_08;PPNM_08
ABR2MVD003;BRZ FRZ OUTSIDE FLAT;PPNK_08;PPNM_08
ABR2MVD004;BRZ FRZ EYE ROUND;PPNK_08;PPNM_08
ABR2MVD005;BRZ FRZ SHANK;PPNK_08;PPNM_08
ABR2MVD006;BRZ FRZ HEEL MUSCLE;PPNK_08;PPNM_08
ABR2MVD007;BRZ FRZ BRISKET;PPNK_08;PPNM_08
ABR2MVD008;BRZ FRZ CHUCK TENDER;PPNK_08;PPNM_08
ABR2MVD009;BRZ FRZ BLADE;PPNK_08;PPNM_08
ABR2MVD010;BRZ FRZ FLANK;PPNK_08;PPNM_08
ABR2MVD011;BRZ FRZ CHUCK ROLL;PPNK_08;PPNM_08
ABR2MVD012;BRZ FRZ FQ 70 CL;PPNK_08;PPNM_08
ABR2MVD013;BRZ FRZ FQ 90 CL;PPNK_08;PPNM_08
ABR2MVD014;BRZ FRZ STRIPLOIN;PPNK_08;PPNM_08
ABR2MVD015;BRZ FRZ CHUCK;PPNK_08;PPNM_08
ABR2MVD016;BRZ FRZ RIBEYE;PPNK_08;PPNM_08
ABR2MVD017;BRZ FRZ TENDERLOIN;PPNK_08;PPNM_08
ABR2MVD018;BRZ FRZ FQ 4 MIXED;PPNK_08;PPNM_08
ADK2ESS001;DMK FRZ DANISH CROWN 1875 PORK BELLY SKIN ON;PPNK_08;PPNM_08
ADK2ESS002;DMK FRZ DANISH CROWN 1838 PORK SPARE RIBS;PPNK_08;PPNM_08
ADK2ESS003;DMK FRZ DANISH CROWN 1870 PORK BELLLY SKINLESS;PPNK_08;PPNM_08
ADK2ESS004;DMK FRZ DANISH CROWN 1648 PORK LOIN BACK RIBS;PPNK_08;PPNM_08
ADK2ESS005;DMK FRZ DANISH CROWN 1327 PORK COLLAR BLESS SKINLESS;PPNK_08;PPNM_08
ADK2ESS006;DMK FRZ DANISH CROWN 2039 PORK MAXI JOWLS SKINLESS;PPNK_08;PPNM_08
AES2ESP001;ESP FRZ BEEF TONGUE SWISS CUT;PPNK_08;PPNM_08
AES2ESP002;ESP FRZ SHANK;PPNK_08;PPNM_08
AES2FGS001;ES FRZ BEEF TONGUE SWISS CUT;PPNK_08;PPNM_08
AES2FGS002;ES FRZ BRISKET PE;PPNK_08;PPNM_08
AES2IBE001;ESP FRZ IBERICO PORK SHOULDER FLANK B/LESS PLUMA;PPNK_08;PPNM_08
AES2IBE002;ESP FRZ IBERICO PORK RACK B/IN;PPNK_08;PPNM_08
AES2IBE003;US FRZ IBERICO PORK JOWL B/LESS;PPNK_08;PPNM_08
AES2IBE004;ESP FRZ IBERICO PORK STRIPLOIN LOMO;PPNK_08;PPNM_08
AID1IGU001;Chilled Australian Cattle Tenderloin 2 Kg VAC;PPNK_08;PPNM_08
AID1IGU002;Chilled Australian Cattle Ribeye 5 Kg VAC;PPNK_08;PPNM_01
AID1IGU003;Chilled Australian Cattle Topside VAC;PPNK_08;PPNM_01
AID1IGU004;Chilled Australian Cattle Striploin 4 Kg VAC;PPNK_08;PPNM_01
AID1IND001;AUS CHL MARROW BONE;PPNK_08;PPNM_08
AID1LOC001;Chilled Local Tenderloin;PPNK_08;PPNM_08
AID1LOC002;Chilled Beef Grain Fed Striploin 3R 4.5kg up;PPNK_08;PPNM_08
AID1LOC003;Chilled Beef Grain Fed Tenderloin 1.8 kg up SS Off VP;PPNK_08;PPNM_08
AID2ALT001;11 FROZEN BUFFALO MEAT SLICE;PPNK_08;PPNM_08
AID2ALT002;18 FROZEN BUFFALO MEAT FQ BULK;PPNK_08;PPNM_08
AID2ALT003;31 FROZEN BUFFALO MEAT TENDERLOIN;PPNK_08;PPNM_08
AID2ALT004;41 FROZEN BUFFALO MEAT TOPSIDE;PPNK_08;PPNM_08
AID2ALT005;42 FROZEN BUFFALO MEAT KNUCKLE;PPNK_08;PPNM_08
AID2ALT006;44 FROZEN BUFFALO MEAT SILVERSIDE;PPNK_08;PPNM_08
AID2ALT007;45 FROZEN BUFFALO MEAT RUMP STEAK;PPNK_08;PPNM_08
AID2ALT008;46 FROZEN BUFFALO MEAT STRIPLOIN;PPNK_08;PPNM_08
AID2ALT009;64 FRZ BUFFALO CHUCK TENDER;PPNK_08;PPNM_08
AID2ALT010;65 FROZEN BUFFALO MEAT BLADE;PPNK_08;PPNM_08
AID2ALT011;67 FROZEN BUFFALO MEAT RIBEYE;PPNK_08;PPNM_08
AID2ALT012;106 FROZEN BUFFALO MEAT FQ ROLL;PPNK_08;PPNM_08
AID2BUL001;FROZEN BUFFALO MEAT;PPNK_08;PPNM_08
AID2DME001;AUS FRZ WAG 85CL G;PPNK_08;PPNM_08
AID2DME002;AUS FRZ G TRIM 85 CL;PPNK_08;PPNM_08
AID2GGL001;LOC Wagyu Brisket Bone;PPNK_08;PPNM_08
AID2GGL002;LOC Wagyu Trim 65 CL;PPNK_08;PPNM_08
AID2IGU001;Frozen Australian Cattle Tenderloin 2 Kg VAC;PPNK_08;PPNM_08
AID2IGU002;Frozen Beef Patties 170 gr;PPN_01;PPNM_01
AID2IGU003;Frozen Beef Patties 10 oz;PPN_01;PPNM_01
AID2IGU004;Frozen Australian Cattle Striploin 4kg VAC;PPNK_08;PPNM_08
AID2IGU005;US FROZEN SHORT PLATE SLICE;PPNK_08;PPNM_08
AID2IGU006;BAKSO SAPI KETO 500GR;PPN_01;PPNM01
AID2IGU007;BAKSO SAPI KETO 1KG;PPN_01;PPNM01
AID2IGU008;BAKSO AYAM KETO 500GR;PPN_01;PPNM01
AID2IGU009;BAKSO AYAM KETO 1 KG;PPN_01;PPNM01
AID2IND001;FRZ WAG BEEF PATTIES 200GR;PPN_01;PPNM01
AID2IND002;SAIKORO BEEF;PPNK_08;PPNM_08
AID2LOC001;Frozen Beef Chuck Tender;PPNK_08;PPNM_08
AID2LOC002;Frozen Beef Trimming 65 CL;PPNK_08;PPNM_08
AID2LOC003;Frozen Beef Silverside;PPNK_08;PPNM_08
AID2LOC004;Frozen Beef Eye Of Round (Gandik);PPNK_08;PPNM_08
AID2LOC005;Frozen Beef Blade;PPNK_08;PPNM_08
AID2LOC006;LOC Frozen Beef Forequarter 85 CL;PPNK_08;PPNM_08
AID2LOC007;LOC Frozen Beef Lung Cooked;PPNK_08;PPNM_08
AID2LOC008;LOC FRZ BEEF TONGUE;PPNK_08;PPNM_08
AID2LOC009;Frozen Beef Back Rib;PPNK_08;PPNM_08
AID2LOC010;LOC Frozen Beef Tripe;PPNK_08;PPNM_08
AID2LOC011;Frozen Beef Rumps;PPNK_08;PPNM_08
AID2LOC012;Frozen Beef Ribeye;PPNK_08;PPNM_08
AID2LOC013;LOC Frozen Beef Tenderloin;PPNK_08;PPNM_08
AID2LOC014;LOC Frozen Beef Flank;PPNK_08;PPNM_08
AID2LOC015;LOC Frozen Beef Shank;PPNK_08;PPNM_08
AID2LOC016;LOC Frozen Beef Outside Flat;PPNK_08;PPNM_08
AID2LOC017;LOC Frozen Beef Knuckle;PPNK_08;PPNM_08
AID2LOC018;LOC Frozen Beef Oxtail;PPNK_08;PPNM_08
AID2LOC019;LOC Frozen Beef Short Rib;PPNK_08;PPNM_08
AID2LOC020;FROZEN GROUND BEEF;PPN_01;PPNM01
AID2LOC021;LOC Frozen Beef Topside;PPNK_08;PPNM_08
AID2LOC022;Beef Chuck;PPNK_08;PPNM_08
AID2LOC023;Frozen Beef Brisket;PPNK_08;PPNM_08
AID2LOC024;LOC Frozen Beef Lung;PPNK_08;PPNM_08
AID2LOC025;LOC Frozen Beef Chuck Short Rib;PPNK_08;PPNM_08
AID2LOC026;LOC Frozen Beef Striploin;PPNK_08;PPNM_08
AID2LOC027;Frozen Beef Kidney;PPNK_08;PPNM_08
AID2LOC028;LOC Frozen Rib Meat;PPNK_08;PPNM_08
AID2LOC029;LOC Frozen Beef Trimming 50 CL;PPNK_08;PPNM_08
AID2LOC030;LOC Frozen Head Meat;PPNK_08;PPNM_08
AID2LOC031;LOC Frozen Beef Lips;PPNK_08;PPNM_08
AID2LOC032;LOC FQ 90 CL;PPNK_08;PPNM_08
AID2LOC033;TRIMMING 85 GB;PPNK_08;PPNM_08
AID2LOC034;TRIMMING 75 GB;PPNK_08;PPNM_08
AID2LOC035;Frozen Beef Grain Fed Tenderloin 1.8 kg up SS Off VP;PPNK_08;PPNM_08
AID2LOC036;ID FRZ GF BEEF STRIPLOIN 4.5 KG UP VP;PPNK_08;PPNM_08
AID2LOC037;FROZEN CH BEEF BACK RIB;PPNK_08;PPNM_08
AID2LOC038;FROZEN BEEF CUT 1 KG;PPNK_08;PPNM_08
AID2LOC039;US GROUND BEEF 70% CHUCK 30% SHORT PLATE;PPN_01;PPNM01
AID2LOC040;LOCAL FROZEN BEEF TRIPE;PPNK_08;PPNM_08
AID2LOC041;US FRZ BEEF CUT SAIKORO 500GR;PPNK_08;PPNM_08
AID2LOC042;AUS WAG BEEF CUT SAIKORO;PPNK_08;PPNM_08
AID2LOC043;AUS BEEF CUT SAIKORO;PPNK_08;PPNM_08
AID2LOC044;US FRZ BEEF CUT SAIKORO 5KG;PPNK_08;PPNM_08
AID2LOC045;AUS STRIPLOIN SHABU-SHABU 1MM 250GR;PPNK_08;PPNM_08
AID2LOC046;AUS RIBEYE SHABU-SHABU 1 MM 250GR;PPNK_08;PPNM_08
AID2LOC047;US SHORT PLATE CUT 3 MM 250GR;PPNK_08;PPNM_08
AID2LOC048;PAKET COMBO STRIPLOIN;PPNK_08;PPNM_08
AID2LOC049;US SHORT PLATE SHABU-SHABU CUT 250GR;PPNK_08;PPNM_08
AID2LOC050;US SHORT PLATE SHABU-SHABU CUT 500GR;PPNK_08;PPNM_08
AID2LOC051;FROZEN BUFFALO SLICE 900 GR;PPNK_08;PPNM_08
AID2LOC052;AUS CHUCK CREST GRADE S CUT STEAK 200GR;PPNK_08;PPNM_08
AID2LOC053;AUS CHUCK CREST GRADE S CUT SHABU 250GR;PPNK_08;PPNM_08
AID2LOC054;WAGYU RIBEYE CAP MB4 CUT STEAK 150GR;PPNK_08;PPNM_08
AID2LOC055;AUS BEEF LUNG (PARU) 1KG;PPNK_08;PPNM_08
AID2LOC056;AUS FRZ TENDERLOIN YAKINIKU 250GR;PPNK_08;PPNM_08
AID2LOC057;NZ FRZ TENDERLOIN SHABU-SHABU CUT 250GR;PPNK_08;PPNM_08
AID2LOC058;GROUND BEEF 85 CL 1KG;PPNK_08;PPNM_08
AID2LOC059;BEEF PREMIUM RIBEYE MB4 300GR;PPNK_08;PPNM_08
AID2LOC060;AUS STRIPLOIN PR GRASS FED MB2+ PINNACLE 200GR;PPNK_08;PPNM_08
AID2LOC062;US PRIME TRITIP CUT SHABU 250GR;PPNK_08;PPNM_08
AID2LOC063;AUS FRZ S RIBEYE CUT 100GR;PPNK_08;PPNM_08
AID2LOC064;US FRZ TOP BLADE SLICE - YL;PPNK_08;PPNM_08
AID2LOC065;US FRZ OUTSIDE SKIRT SLICE - YL;PPNK_08;PPNM_08
AID2LOC066;US FRZ SHORT PLATE SLICE - YL;PPNK_08;PPNM_08
AID2LOC067;ESP FRZ BEEF TONGUE SWISS CUT SLICE - YL;PPNK_08;PPNM_08
AID2LOC068;US FRZ PR CHUCK SHORT RIB B/LESS CUT 5MM - YL;PPNK_08;PPNM_08
AID2LOC069;US FRZ PR STRIPLOIN CUT - YL;PPNK_08;PPNM_08
AID2MAS001;FROZEN BUFFALO FQ CM01;PPNK_08;PPNM_08
AID2MOE001;AUS FRZ NECK BONES;PPNK_08;PPNM_08
AID2NOB001;FROZEN AUS BEEF PATTY 150GR;PPNK_08;PPNM_08
AID2OLS001;US FRZ SHORT PLATE SLICE 500GR;PPNK_08;PPNM_08
AID2OLS002;DAGING SAPI IMPORT BEKU 1 KG;PPNK_08;PPNM_08
AID2OLS003;BEEF SHREDDED 500GR;PPNK_08;PPNM_08
AID2OLS004;OXTAIL END CUT (2-3)  500GR;PPNK_08;PPNM_08
AID2OLS005;OXTAIL MIX CUT (4-5CM) 500GR;PPNK_08;PPNM_08
AID2OLS006;AUS STRIPLOIN PR GF AMH SLICED SHABU-SHABU 250GR;PPNK_08;PPNM_08
AID2OLS007;US TENDERLOIN NO ROLL 200GR;PPNK_08;PPNM_08
AID2OLS008;US RIBEYE UTILITY CUT 200GR;PPNK_08;PPNM_08
AID2OLS009;US STRIPLOIN SELECT CUT 200GR;PPNK_08;PPNM_08
AID2OLS010;US STRIPLOIN PRIME CUT 200GR;PPNK_08;PPNM_08
AID2OLS011;AUS STRIPLOIN YP RED GUM CUT 200GR;PPNK_08;PPNM_08
AID2OLS012;AUS STRIPLOIN YP RED GUM SLICED SHABU-SHABU 250GR;PPNK_08;PPNM_08
AID2OLS013;AUS FINGER MEAT CUT CUBE 500GR;PPNK_08;PPNM_08
AID2OLS014;US OUTSIDE SKIRT SLICED 250GR;PPNK_08;PPNM_08
AID2OLS015;US TOP BLADE SLICED 250GR;PPNK_08;PPNM_08
AID2OLS016;US SHORTRIB B/LESS CH SCLICED 250GR;PPNK_08;PPNM_08
AID2OLS017;US CHUCK FLAP MEAT SLICED 250GR;PPNK_08;PPNM_08
AID2OLS018;DAGING SAPI AUS AMG BLADE BLACK ANGUS GRASS FED, HORMONE FREE, ANTIBIOTIC FREE 1KG;PPNK_08;PPNM_08
AID2OLS019;AUS STRIPLOIN JOSHDALE BLACK ANGUS GRASS FED, HORMONE FREE, ANTIBIOTIC FREE 200GR;PPNK_08;PPNM_08
AID2OLS020;US CHUCK SHORT RIB BONE IN CHOICE (FINGER SLICE) 250GR;PPNK_08;PPNM_08
AID2OLS021;AUS BLACK LABEL RIBEYE CUT 200GR;PPNK_08;PPNM_08
AID2OLS022;AUS STRIPLOIN PR GRAIN FED CUT 250 GR;PPNK_08;PPNM_08
AID2OLS023;AUS YG BRISKET SLICE SHABU-SHABU 500GR;PPNK_08;PPNM_08
AID2OLS024;SQUARE PATTIES 450GR/ PACK;PPN_01;PPNM01
AID2OLS025;BEEF PATTIES 450GR/PACK;PPN_01;PPNM01
AID2OLS026;RIBEYE GROUND BEEF 500GR/PACK;PPN_01;PPNM01
AID2OLS027;US CHUCK SHORT RIB N/IN CHOICE (FINGER SLICE) 500GR;PPNK_08;PPNM_08
AID2OLS028;WAGYU RIBEYE MB7 STEAK CUT 200GR;PPNK_08;PPNM_08
AID2OLS029;US SHOULDER CLOD PRIME CUT SAIKORO 500GR;PPNK_08;PPNM_08
AID2OLS030;US CHOICE SHORTRIB B/IN CUT 1CM 500GR PACK;PPNK_08;PPNM_08
AID2OLS031;AUS TOPSIDE QBP HORMONE FREE CUT 1KG;PPNK_08;PPNM_08
AID2OLS032;WAGYU STRIPLOIN MB6-7 STEAK CUT 200GR;PPNK_08;PPNM_08
AID2OLS033;US STRIPLOIN CAB CUT STEAK;PPNK_08;PPNM_08
AID2OLS034;AUS BRISKET NE CUT SHABU-SHABU 500GR;PPNK_08;PPNM_08
AID2OLS035;US CHUCK SHORT RIB B/LESS CUT SHABU-SHABU 500GR;PPNK_08;PPNM_08
AID2OLS036;US CHUCK SHORT RIB B/IN CUT KALBI 500GR;PPNK_08;PPNM_08
AID2OLS037;RIBEYE G TRIM 500GR;PPNK_08;PPNM_08
AID2OLS038;AUS WAGYU RIBEYE MB 6-7 CUT 300GR;PPNK_08;PPNM_08
AID2OLS039;AUS WAGYU STRIPLOIN MB6-7 CUT 300GR;PPNK_08;PPNM_08
AID2OLS040;AUS TOMAHAWK STERLING 1PC;PPNK_08;PPNM_08
AID2OLS041;US RIBEYE LIP ON PRIME CUT 300GR;PPNK_08;PPNM_08
AID2OLS042;US CHUCK CLOD SHOULDER CUT SHABU-SHABU 500GR;PPNK_08;PPNM_08
AID2OLS043;US CHUCK SHORT RIB BONE IN SELECT CUT KALBI 1CM;PPNK_08;PPNM_08
AID2OLS044;AUS BLADE CUT 1KG;PPNK_08;PPNM_08
AID2OLS045;AUS STRIPLOIN HUNTERVALLEY 2.7 KG UP SLICE SHABU 500GR;PPNK_08;PPNM_08
AID2OLS046;AUS SHIN SHANK CUT 1KG;PPNK_08;PPNM_08
AID2OLS047;US TOP BLADE NO ROLL SLICE 500GR;PPNK_08;PPNM_08
AID2OLS048;US RIBEYE ROLL CUT 200GR;PPNK_08;PPNM_08
AID2OLS049;TOPSIDE BRAZIL CUT 1KG;PPNK_08;PPNM_08
AID2OLS050;OXTAIL CENTER CUT 500GR;PPNK_08;PPNM_08
AID2OLS051;US PRIME RIBEYE ROLL CUT 250GR;PPNK_08;PPNM_08
AID2OLS052;AUS RIBEYE REDGUM HORMONE FREE-ANTIBIOTIC FREE 200GR;PPNK_08;PPNM_08
AID2OLS053;US TENDERLOIN PR SWIFT CUT 200GR;PPNK_08;PPNM_08
AID2OLS054;AUS WAGYU RIBEYE MB6-7 CUT 250GR;PPNK_08;PPNM_08
AID2OLS055;AUS WAGYU STRIPLOIN MB6-7 CUT 250GR;PPNK_08;PPNM_08
AID2OLS056;TENDERLOIN JOSHDALE HORMONE FREE CUT 200GR;PPNK_08;PPNM_08
AID2OLS057;US RIBEYE LIP ON PR CUT 200GR;PPNK_08;PPNM_08
AID2OLS058;US PR STRIPLOIN CUT SHABU 250GR;PPNK_08;PPNM_08
AID2OLS059;US CH SHORT B/IN CUT KALBI 500GR;PPNK_08;PPNM_08
AID2OLS060;NZ TONGUE SLICE YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS061;AUS TENDERLOIN A ECT 200GR;PPNK_08;PPNM_08
AID2OLS062;AUS TENDERLOIN ECT CUT 150GR;PPNK_08;PPNM_08
AID2OLS063;AUS WAGYU STRIPLOIN MB7 CUT SHABU;PPNK_08;PPNM_08
AID2OLS064;AUS STRIPLOIN PR HORMONE FREE CUT STEAK 200GR;PPNK_08;PPNM_08
AID2OLS065;US CH SHORT RIB B/IN KALBI 250GR;PPNK_08;PPNM_08
AID2OLS066;AUS STRIPLOIN A HUNTERVALLEY SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS067;US CH SHORT RIB B/IN CUT CUBE 3CM 500GR;PPNK_08;PPNM_08
AID2OLS068;AUS OYSTER BLADE BORTHWICK CUT YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS069;US TENDERLOIN SELECT CUT 200GR;PPNK_08;PPNM_08
AID2OLS070;US CHUCK SHORT RIB B/LESS SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS071;US RIBEYE ROLL CAB CUT 250GR;PPNK_08;PPNM_08
AID2OLS072;AUS WAGYU CHUCK ROLL 6-7 SLICE SUKIYAKI 250GR;PPNK_08;PPNM_08
AID2OLS073;AUS WAGYU KARUBI MB9 SLICE SUKIYAKI 250GR;PPNK_08;PPNM_08
AID2OLS074;PRIME HANGING TENDER 250GR;PPNK_08;PPNM_08
AID2OLS075;RIB END MEAT 'SLICE SHABU' 250GR;PPNK_08;PPNM_08
AID2OLS076;RIBEYE UTILITY 'SLICE SHABU' 250GR;PPNK_08;PPNM_08
AID2OLS077;US CHUCK EYEROLL PRIME 'SLICE SHABU' 250GR;PPNK_08;PPNM_08
AID2OLS078;AUS RIB CAP 'SLICE SHABU' 250GR;PPNK_08;PPNM_08
AID2OLS079;OUTSIDE CUT RENDANG PACK 1KG;PPNK_08;PPNM_08
AID2OLS080;"OUTSIDE 'SLILCE SUKIYAKI""' 500GR";PPNK_08;PPNM_08
AID2OLS081;OUTSIDE 'SLILCE TERIYAKI' 500GR;PPNK_08;PPNM_08
AID2OLS082;KERBAU TYPE 2 CUT 1KG;PPNK_08;PPNM_08
AID2OLS083;64 BUFFALO CHUCK TENDER 1 PACK;PPNK_08;PPNM_08
AID2OLS084;BUFFALO KNUCKLE CUT 1KG;PPNK_08;PPNM_08
AID2OLS085;CHUCK TENDER (TTI) CUT 1KG;PPNK_08;PPNM_08
AID2OLS086;DAGING SAPI OUTSIDE CUT 1KG;PPNK_08;PPNM_08
AID2OLS087;KNUCKLE CUT 1KG;PPNK_08;PPNM_08
AID2OLS088;CHUCK SAMPIL CUT 1KG;PPNK_08;PPNM_08
AID2OLS089;DAGING SOP PACK 1KG;PPNK_08;PPNM_08
AID2OLS090;EYE ROUND CUT 1KG;PPNK_08;PPNM_08
AID2OLS091;BRISKET NE AUS CUT 1KG;PPNK_08;PPNM_08
AID2OLS092;NZ STRIPLOIN PS ALLIANCE CUT 200GR;PPNK_08;PPNM_08
AID2OLS093;RUMP CAP CUT PICANHA 150GR;PPNK_08;PPNM_08
AID2OLS094;SHORT PLATE SPAIN SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS095;STRIPLOIN BRAZIL YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS096;STRIPLOIN S CHILLED MULWARRA 200GR;PPNK_08;PPNM_08
AID2OLS097;STRIPLOIN GRADE A GRASSFED 200GR;PPNK_08;PPNM_08
AID2OLS098;WAGYU PORTERHOUSE MB6 750GR-780GR;PPNK_08;PPNM_08
AID2OLS099;WAGYU T-BONE MB6 750-780GR;PPNK_08;PPNM_08
AID2OLS100;NZ PR STRIPLOIN CUT 200GR;PPNK_08;PPNM_08
AID2OLS101;NZ RIBEYE CUT 200GR;PPNK_08;PPNM_08
AID2OLS102;AUS INTERCOSTAL CUT SATE 500GR;PPNK_08;PPNM_08
AID2OLS103;AUS SHORTLOIN CUT PORTERHOUSE 500GR;PPNK_08;PPNM_08
AID2OLS104;AUS SHORT RIB B/IN CUT 3X3 CM;PPNK_08;PPNM_08
AID2OLS105;AUS SHORTLOIN CUT 500GR T BONE;PPNK_08;PPNM_08
AID2OLS106;US NR SHORTRIB B/LESS CUT YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS107;NS PS STRIPLOIN GREENLEA CUT 200GR;PPNK_08;PPNM_08
AID2OLS108;AUS LIVER CUT (1KG);PPNK_08;PPNM_08
AID2OLS109;US RIBEYE CH YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS110;US RIBEYE CH SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS111;US CH SHORTLOIN PORTERHOUSE 750GR;PPNK_08;PPNM_08
AID2OLS112;US CH SHORTLOIN T-BONE 750GR;PPNK_08;PPNM_08
AID2OLS113;LAMB RACK THOMAS FOOD CUT 500GR;PPNK_08;PPNM_08
AID2OLS114;LAMB RACK MULWARRA CUT 500GR;PPNK_08;PPNM_08
AID2OLS115;WAG TOPSIDE BLACKMORE SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS116;AUS CHEEK MEAT 900GR;PPNK_08;PPNM_08
AID2OLS117;US INSIDE ROUND SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS118;US INSIDE ROUND YAKINIKU 250GR;PPNK_08;PPNM_08
AID2OLS119;BRAZIL CHUCK ROLL SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS120;CHUCK SHORTRIB B/LESS KARUBI 1CM 250GR;PPNK_08;PPNM_08
AID2OLS121;WAGYU GROUND BEEF 500GR;PPNK_08;PPNM_08
AID2OLS122;AUS SHORTRIB B/IN IW CENTRE CUT 3X3 CUBE 500GR;PPNK_08;PPNM_08
AID2OLS123;US SHORTRIB B/LESS NR SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS124;JAP WAGYU CHUCK EYE ROLL A4 MB6 'YAKINIKI' 150GR;PPNK_08;PPNM_08
AID2OLS125;JAP WAGYU CHUCK EYE ROLL A4 MB6 SLICE SHABU 150GR;PPNK_08;PPNM_08
AID2OLS126;NZ RIBEYE SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS127;US SHORTRIB B/LESS CH SLICE SHABU 250GR;PPNK_08;PPNM_08
AID2OLS128;AUS STRIPLOIN ANGUS RESERVE MB4 CUT 200GR;PPNK_08;PPNM_08
