Item No.;Item Description;VatGourpSa;VatGroupPu
AAU2OCO001;AUS FRZ RIBEYE ROLL;PPNK_08;PPNM_08
AAU2OCO002;AUS Frozen SS 3 Rib Striploin IW VAC;PPNK_08;PPNM_08
AAU2OCO003;AUS FRZ O'CONNOR STRIPLOIN 10LBS UP IW/VAC;PPNK_08;PPNM_08
AAU2OCO004;AUS FRZ BEEF TONGUE ROOT;PPNK_08;PPNM_08
AAU2OCO005;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2OCO006;AUS FRZ BEEF TAIL IW;PPNK_08;PPNM_08
AAU2OCO007;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2OCO008;AUS FRZ BEEF LIVER;PPNK_08;PPNM_08
AAU2OCO009;AUS FRZ A KNUCKLE;PPNK_08;PPNM_08
AAU2OCO010;AUS FRZ A 2090 RUMP B/LESS IW;PPNK_08;PPNM_08
AAU2OCO011;AUS FRZ A 2302 BOLAR BLADE;PPNK_08;PPNM_08
AAU2OCO012;AUS FRZ S 2465 SHORT RIB MEAT;PPNK_08;PPNM_08
AAU2OCO013;AUS FRZ BEEF HEAD MEAT;PPNK_08;PPNM_08
AAU2OCO014;AUS FRZ S FLAP MEAT;PPNK_08;PPNM_08
AAU2OCO015;AUS FRZ TONGUE ROOT FILLET;PPNK_08;PPNM_08
AAU2PAS001;AUS Frozen CAAB Tenderloin GF IW VAC;PPNK_08;PPNM_08
AAU2PAS002;AUS FRZ SHORT RIB B/IN;PPNK_08;PPNM_08
AAU2PAS003;AUS FRZ TENDERLOIN CVG GF;PPNK_08;PPNM_08
AAU2PAS004;AUS FRZ NECK BONES;PPNK_08;PPNM_08
AAU2PAS005;AUS FRZ RIBEYE CVG GF;PPNK_08;PPNM_08
AAU2PAS006;AUS FRZ STRIPLOIN CVG GF;PPNK_08;PPNM_08
AAU2PAS007;AUS FRZ MUTTON LEG B/LESS;PPNK_08;PPNM_08
AAU2PAS008;AUS FRZ MUTTON TRUNK;PPNK_08;PPNM_08
AAU2RCK001;AUS FRZ VEAL TENDERLOIN 0.8-1.2KG IW VAC;PPNK_08;PPNM_08
AAU2RHC001;AUS FRZ BEEF NECK MEAT;PPNK_08;PPNM_08
AAU2RHC002;AUS FRZ BEEF BRISKET PL B/IN;PPNK_08;PPNM_08
AAU2RLP001;AUS FRZ BEEF TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2RLP002;AUS FRZ FQ 85 CL;PPNK_08;PPNM_08
AAU2RYL001;AUS FRZ YG GF 2142 STRIPLOIN;PPNK_08;PPNM_08
AAU2RYL002;AUS FRZ YG GF 2243 RIBEYE;PPNK_08;PPNM_08
AAU2SAN001;AUS FRZ AF 85 CL;PPNK_08;PPNM_08
AAU2SEA001;AUS Frozen Knuckles IW;PPNK_08;PPNM_08
AAU2SEA002;AUS FRZ BEEF TAIL CUT;PPNK_08;PPNM_08
AAU2SEA003;AUS Frozen Beef Tripe;PPNK_08;PPNM_08
AAU2SEA004;AUS Frozen Cheek Meat;PPNK_08;PPNM_08
AAU2SEA005;AUS Frozen Oxtail Fat Trimming;PPNK_08;PPNM_08
AAU2SEA006;AUS Frozen Beef Lips/Papillae;PPNK_08;PPNM_08
AAU2SEA007;AUS FRZ TONGUE ROOT;PPNK_08;PPNM_08
AAU2SEA008;AUS Frozen Beef Oxtail;PPNK_08;PPNM_08
AAU2SEA009;AUS FRZ 6030 BEEF TONGUE SWISS CUT;PPNK_08;PPNM_08
AAU2SEA010;AUS FRZ BEEF OXTAIL;PPNK_08;PPNM_08
AAU2SEA011;AUS Frozen B/Less Veal Leg;PPNK_08;PPNM_08
AAU2SEC001;Aus Frozen Wagyu Tongue Swiss;PPNK_08;PPNM_08
AAU2SEC002;AUS FRZ WAG SHIN SHANK MB 2-5;PPNK_08;PPNM_08
AAU2SEC003;AUS FRZ WAG STRIPLOIN MB 4-5;PPNK_08;PPNM_08
AAU2SEC004;AUS FRZ WAG STRIPLOIN MB 4-5;PPNK_08;PPNM_08
AAU2SEC005;AUS FRZ WAG CHUCK ROLL MB 6-7;PPNK_08;PPNM_08
AAU2SEC006;AUS FRZ WAG BRISKET PEDO MB 6-7;PPNK_08;PPNM_08
AAU2SEC007;AUS FRZ WAG CHUCK TENDER MB 6-7;PPNK_08;PPNM_08
AAU2SEC008;AUS FRZ WAG BOLAR BLADE MB 6-7;PPNK_08;PPNM_08
AAU2SEC009;AUS FRZ WAG NECK ROLL MB 6 - 9+;PPNK_08;PPNM_08
AAU2SEC010;AUS FRZ WAG SHIN SHANK MB 6-9+;PPNK_08;PPNM_08
AAU2SEC011;AUS FRZ WAG BOLAR BLADE MB 8-9;PPNK_08;PPNM_08
AAU2SEC012;AUS FRZ WAG EYE OF ROUND MB 8-9+;PPNK_08;PPNM_08
AAU2SEC013;AUS FRZ WAG OUTSIDE FLAT MB 8-9;PPNK_08;PPNM_08
AAU2SEC014;AUS FRZ WAG TOPSIDE MB 8-9;PPNK_08;PPNM_08
AAU2SEC015;AUS FRZ WAG RIB FINGERS MB 8-9;PPNK_08;PPNM_08
AAU2SEC016;AUS FRZ WAG BRISKET PEDO MB 8-9;PPNK_08;PPNM_08
AAU2SEC017;AUS FRZ WAG BRISKET DECKLE MB 8-9;PPNK_08;PPNM_08
AAU2SEC018;AUS FRZ WAG CHUCK ROLL MB 8-9;PPNK_08;PPNM_08
AAU2SEC019;AUS FRZ WAG NECK MB 2-5;PPNK_08;PPNM_08
AAU2SEC020;AUS FRZ WAG BRSIKET NE MB 8-9;PPNK_08;PPNM_08
AAU2SEC021;AUS FRZ WAG CHUCK EYE ROLL MB 8-9;PPNK_08;PPNM_08
AAU2SEC022;AUS FRZ WAG KNUCKLE MB 9-9+;PPNK_08;PPNM_08
AAU2SEC023;AUS FRZ WAG BRISKET PE MB 9-9+;PPNK_08;PPNM_08
AAU2SEC024;AUS FRZ WAG CHUCK LOIN MB 8-9;PPNK_08;PPNM_08
AAU2SEC025;AUS FRZ WAG CHUCK TENDER MB 8-9+;PPNK_08;PPNM_08
AAU2SEC026;AUS FRZ WAG TOPSIDE MB 6-7;PPNK_08;PPNM_08
AAU2SEC027;AUS FRZ WAG OUTSIDE FLAT 6-7;PPNK_08;PPNM_08
AAU2SEC028;AUS FRZ WAG EYE OF ROUND 6-7;PPNK_08;PPNM_08
AAU2SEC029;AUS FRZ WAG KARUBI PLATE 6-7;PPNK_08;PPNM_08
AAU2SEC030;AUS FRZ WAG KARUBI PLATE MB 8-9+;PPNK_08;PPNM_08
AAU2SEC031;AUS FRZ WAG TRI-TIP MB 6-7;PPNK_08;PPNM_08
AAU2SEC032;AUS FRZ WAG FLAP MEAT MB 6-7;PPNK_08;PPNM_08
AAU2SEC033;AUS FRZ WAG BRISKET DECKLE MB 6-7;PPNK_08;PPNM_08
AAU2SEC034;AUS FRZ WAG INTERCOSTAL MB 6-7;PPNK_08;PPNM_08
AAU2SEC035;AUS FRZ WAG CHUCK RIB MEAT MB 6-7;PPNK_08;PPNM_08
AAU2SEC036;AUS FRZ WAG TRI-TIP MB 8-9;PPNK_08;PPNM_08
AAU2SEC037;AUS FRZ WAG INTERCOSTAL MB 8-9;PPNK_08;PPNM_08
AAU2SEC038;AUS FRZ WAG CHUCK RIB MEAT MB 8-9;PPNK_08;PPNM_08
AAU2SEC039;AUS FRZ WAG FLAP MEAT MB 8-9;PPNK_08;PPNM_08
AAU2SEC040;AUS FRZ WAG KNUCKLE MB 8-9;PPNK_08;PPNM_08
AAU2SEC041;AUS FRZ WAG BRISKET PE MB 8-9;PPNK_08;PPNM_08
AAU2SEC042;AUS FRZ WAG BRISKET PE MB 6-7;PPNK_08;PPNM_08
AAU2SEC043;AUS FRZ WAG TENDERLOIN MB 9+;PPNK_08;PPNM_08
AAU2SEC044;AUS FRZ WAG CHUCK EYE ROLL MB 7-8;PPNK_08;PPNM_08
AAU2SEC045;AUS FRZ WAG CHUCK EYE ROLL MB 6-7;PPNK_08;PPNM_08
AAU2SEC046;AUS FRZ WAG SHORT RIBS B/LESS MB 4-5;PPNK_08;PPNM_08
AAU2SEC047;AUS FRZ WAG SHORT RIBS B/LESS MB 6;PPNK_08;PPNM_08
AAU2SEC048;AUS FRZ WAG STRIPLOIN MB 9+;PPNK_08;PPNM_08
AAU2SEC049;AUS FRZ WAG TENDERLOIN MB 4-5;PPNK_08;PPNM_08
AAU2SEC050;AUS FRZ WAG STRIPLOIN MB 7-8;PPNK_08;PPNM_08
AAU2SEC051;AUS FRZ WAG RIBEYE MB 4-5;PPNK_08;PPNM_08
AAU2SEC052;AUS FRZ WAG RIBEYE MB 6;PPNK_08;PPNM_08
AAU2SEC053;AUS FRZ WAG RIBEYE STEAKS MB 6;PPNK_08;PPNM_08
AAU2SEC054;AUS FRZ WAG RIBEYE MB 7-8;PPNK_08;PPNM_08
AAU2SEC055;AUS FRZ WAG RIBEYE FULL BLOOD MB 7-8;PPNK_08;PPNM_08
AAU2SEC056;AUS FRZ WAG RIBEYE MB 9+;PPNK_08;PPNM_08
AAU2SEC057;AUS FRZ WAG RIBEYE FULL BLOOD MB 9+;PPNK_08;PPNM_08
AAU2SEC058;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 7-8;PPNK_08;PPNM_08
AAU2SEC059;AUS FRZ WAG TENDERLOIN MB 7-8;PPNK_08;PPNM_08
AAU2SEC060;AUS FRZ WAG TENDERLOIN FULL BLOOD MB 7-8;PPNK_08;PPNM_08
AAU2SEC061;AUS FRZ WAG CHUCK TAIL FLAP MB 6-7;PPNK_08;PPNM_08
AAU2SEC062;AUS FRZ WAG CHUCK TAIL FLAP MB 8-9+;PPNK_08;PPNM_08
AAU2SEC063;AUS FRZ WAG OYSTER BLADE MB 6-7;PPNK_08;PPNM_08
AAU2SEC064;AUS FRZ WAG OYSTER BLADE MB 8-9+;PPNK_08;PPNM_08
AAU2SEC065;AUS FRZ WAG FLANK STEAK MB 6-7;PPNK_08;PPNM_08
AAU2SEC066;AUS FRZ WAG FLANK STEAK MB 8-9+;PPNK_08;PPNM_08
AAU2SEC067;AUS FRZ WAG RUMP MB 8-9;PPNK_08;PPNM_08
AAU2SEC068;AUS FRZ WAG RUMP MB 6-7;PPNK_08;PPNM_08
AAU2SEC069;AUS FRZ WAG RUMP MB 4-5;PPNK_08;PPNM_08
AAU2SEC070;AUS FRZ WAG TOPSIDE MB 7-8;PPNK_08;PPNM_08
AAU2SEC071;AUS FRZ WAG KNUCKLE MB 7-8;PPNK_08;PPNM_08
AAU2SEC072;AUS FRZ WAG BRISKET PEDO MB 7-8;PPNK_08;PPNM_08
AAU2SEC073;AUS FRZ WAG STRIPLOIN MB 6-7;PPNK_08;PPNM_08
AAU2SEC074;AUS FRZ WAG STRIPLOIN MB 8-9;PPNK_08;PPNM_08
AAU2SEC075;AUS FRZ WAG RIBEYE MB 6-7;PPNK_08;PPNM_08
AAU2SEC076;AUS FRZ WAG RIBEYE MB 8-9;PPNK_08;PPNM_08
AAU2SEC077;AUS FRZ WAG TOPSIDE CAP OFF MB 8-9+;PPNK_08;PPNM_08
AAU2SEC078;AUS FRZ WAG CHUCK EYE ROLL MB 9+;PPNK_08;PPNM_08
AAU2SEC079;AUS FRZ WAG BRISKET PEDO MB 9+;PPNK_08;PPNM_08
AAU2SEC080;AUS FRZ WAG TENDERLOIN MB 8-9;PPNK_08;PPNM_08
AAU2SEC081;AUS FRZ WAG BOLAR BLADE MB 7-8;PPNK_08;PPNM_08
AAU2SEC082;AUS FRZ WAG BOLAR BLADE MB 9+;PPNK_08;PPNM_08
AAU2SEC083;AUS FRZ WAG TENDERLOIN SS/OFF FULL BLOOD MB 8-9;PPNK_08;PPNM_08
AAU2SEC084;AUS FRZ WAG TENDERLOIN SS/OFF FULL BLOOD MB 6-7;PPNK_08;PPNM_08
AAU2SEC085;AUS FRZ WAG RIBEYE FULL BLOOD MB 8-9;PPNK_08;PPNM_08
AAU2SEC086;AUS FRZ WAG RIBEYE FULL BLOOD MB 6-7;PPNK_08;PPNM_08
AAU2SEC087;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 8-9;PPNK_08;PPNM_08
AAU2SEC088;AUS FRZ WAG STRIPLOIN FULL BLOOD MB 6-7;PPNK_08;PPNM_08
AAU2SEC089;AUS FRZ WAG CHUCK EYE ROLL FULL BLOOD MB 8-9;PPNK_08;PPNM_08
AAU2SEC090;AUS FRZ WAG TENDERLOIN MB 6-7;PPNK_08;PPNM_08
AAU2SEC091;AUS FRZ WAG RUMP CAP MB 4-5;PPNK_08;PPNM_08
AAU2SEC092;AUS FRZ WAG RUMP CAP MB 6-7;PPNK_08;PPNM_08
AAU2SEC093;AUS FRZ WAG RUMP CAP MB 8-9;PPNK_08;PPNM_08
AAU2SEC094;AUS FRZ WAG RUMP CAP MB 9+;PPNK_08;PPNM_08
AAU2SEC095;AUS FRZ WAG ROST BIFF D-RUMP MB 4-5;PPNK_08;PPNM_08
AAU2SEC096;AUS FRZ WAG ROST BIFF D-RUMP MB 6-7;PPNK_08;PPNM_08
AAU2SEC097;AUS FRZ WAG ROST BIFF D-RUMP MB 8-9;PPNK_08;PPNM_08
AAU2SEC098;AUS FRZ WAG ROST BIFF D-RUMP MB 9+;PPNK_08;PPNM_08
AAU2SEC099;AUS FRZ WAG PETITE TENDER MB 6-7;PPNK_08;PPNM_08
AAU2SEC100;AUS FRZ WAG PETITE TENDER MB 8-9;PPNK_08;PPNM_08
AAU2SEC101;AUS FRZ WAG PETITE TENDER MB 9+;PPNK_08;PPNM_08
AAU2SEC102;AUS FRZ WAG OYSTER BLADE MB 4-5;PPNK_08;PPNM_08
AAU2SEC103;AUS FRZ WAG OYSTER BLADE MB 8-9;PPNK_08;PPNM_08
AAU2SEC104;AUS FRZ WAG OYSTER BLADE MB 9+;PPNK_08;PPNM_08
AAU2SOU001;AUS FRZ WAG SHORT RIB MEAT MB 6-7;PPNK_08;PPNM_08
AAU2SOU002;AUS FRZ WAG RIBEYE CAP MB 6-7;PPNK_08;PPNM_08
AAU2SOU003;AUS FRZ WAG TENDERLOIN MB 8-9;PPNK_08;PPNM_08
AAU2SOU004;AUS FRZ WAG STRIPLOIN MB 8-9;PPNK_08;PPNM_08
AAU2SOU005;AUS FRZ WAG RIBEYE MB 8-9;PPNK_08;PPNM_08
AAU2SOU006;AUS FRZ WAG SHORT RIB MEAT MB 8-9;PPNK_08;PPNM_08
AAU2SOU007;AUS FRZ WAG RIBEYE CAP MB 8-9;PPNK_08;PPNM_08
AAU2STA001;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2STA002;AUS FROZEN BEEF THROAT TRIMMING;PPNK_08;PPNM_08
AAU2STA003;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2STA004;AUS FRZ BEEF TONGUE ROOT;PPNK_08;PPNM_08
AAU2STA005;AUS FRZ BEEF FEET;PPNK_08;PPNM_08
AAU2STA006;AUS FRZ HEAD MEAT;PPNK_08;PPNM_08
AAU2STI001;AUS FRZ S GF ANGUS 1601 TOMAHAWK STEAK/PORTIONED;PPNK_08;PPNM_08
AAU2SWF001;AUS FROZEN H TRIMMING 70 CL;PPNK_08;PPNM_08
AAU2SWF002;AUS FRZ BEEF TRIMMING 85 CL BP;PPNK_08;PPNM_08
AAU2SWF003;AUS FRZ A 2081 TOPSIRLOIN BUTT;PPNK_08;PPNM_08
AAU2SWF004;AUS FRZ 6221 BEEF FAT;PPNK_08;PPNM_08
AAU2SWF005;AUS FRZ TRIMMING 75 CL;PPNK_08;PPNM_08
AAU2SWF006;AUS FRZ BEEF TRIMMING 65CL B;PPNK_08;PPNM_08
AAU2SWF007;AUS FRZ BEEF FAT TRIMMING;PPNK_08;PPNM_08
AAU2TAB001;AUS FRZ BEEF TRIMMING 85 CL;PPNK_08;PPNM_08
AAU2TAB002;AUS FROZEN CT TRIMMING 90 CL;PPNK_08;PPNM_08
AAU2TAB003;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2TAB004;AUS FRZ TONGUE ROOT;PPNK_08;PPNM_08
AAU2TAB005;AUS FRZ A 2360 SHIN SHANK;PPNK_08;PPNM_08
AAU2TAJ001;AUS FRZ WAG C TRIMMING MB 9;PPNK_08;PPNM_08
AAU2TAJ002;AUS FRZ WAG BRISKET PE MB 9;PPNK_08;PPNM_08
AAU2TAJ003;AUS FRZ WAG OB TRIMMING MB 4-5;PPNK_08;PPNM_08
AAU2TAJ004;AUS FRZ WAG OUTSIDE FLAT MB 9-9+;PPNK_08;PPNM_08
AAU2TAJ005;AUS FRZ WAG BL TRIMMING MB 9;PPNK_08;PPNM_08
AAU2TAJ006;AUS FRZ WAG TOPSIDE MB 6-7;PPNK_08;PPNM_08
AAU2TAJ007;AUS FRZ WAG ER TRIMMING MB 9;PPNK_08;PPNM_08
AAU2TAJ008;AUS FRZ WAG K TRIMMING 95CL;PPNK_08;PPNM_08
AAU2TAJ009;AUS FRZ WAG TOPSIDE MB 9;PPNK_08;PPNM_08
AAU2TAJ010;AUS FRZ WAG SHORT RIBS MEAT MB 8-9;PPNK_08;PPNM_08
AAU2TAJ011;AUS FRZ WAG OB TRIMMING MB 9;PPNK_08;PPNM_08
AAU2TAJ012;AUS FRZ WAG SHORT RIBS MEAT MB 4-5;PPNK_08;PPNM_08
AAU2TAJ013;AUS FRZ WAG SHORT RIBS MEAT MB 6-7;PPNK_08;PPNM_08
AAU2TAJ014;AUS FRZ WAG CER TRIMMING MB 9;PPNK_08;PPNM_08
AAU2TAJ015;AUS FRZ WAG TOPSIRLOIN BUTT MB 6-7;PPNK_08;PPNM_08
AAU2TAJ016;AUS FRZ WAG FQ MB 9;PPNK_08;PPNM_08
AAU2TAJ017;AUS FRZ WAG KNUCKLE MB 9-9+;PPNK_08;PPNM_08
AAU2TAJ018;AUS FRZ WAGYU BOLAR BLADE 9-9+;PPNK_08;PPNM_08
AAU2TAJ019;AUS FRZ WAG RIB EYE CAP MB 6-7;PPNK_08;PPNM_08
AAU2TAJ020;AUS FRZ WAG TENDERLOIN MB 8-9;PPNK_08;PPNM_08
AAU2TAJ021;AUS FRZ WAG STRIPLOIN MB 8-9;PPNK_08;PPNM_08
AAU2TAJ022;AUS FRZ WAG RIBEYE MB 8-9;PPNK_08;PPNM_08
AAU2TAJ023;AUS FRZ WAG RIB EYE CAP MB 8-9;PPNK_08;PPNM_08
AAU2TDR001;AUS FRZ VEAL TENDERLOIN 0.8-1.2KG IW VAC;PPNK_08;PPNM_08
AAU2TEY001;AUS FRZ TB YP 2142 STRIPLOIN AGED;PPNK_08;PPNM_08
AAU2TEY002;AUS FRZ BL TRIMMING 90 CL;PPNK_08;PPNM_08
AAU2TEY003;AUS FRZ BEEF O FOREQUARTER 85 CL;PPNK_08;PPNM_08
AAU2TEY004;AUS FRZ A 2081 TOPSIRLOIN BUTT;PPNK_08;PPNM_08
AAU2TEY005;AUS FRZ 6240 BEEF HEAD MEAT;PPNK_08;PPNM_08
AAU2TEY006;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2TEY007;AUS FRZ BEEF TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2TEY008;AUS FRZ TB A 2142 STRIPLOIN AGED 3.6KG UP;PPNK_08;PPNM_08
AAU2TEY009;AUS FRZ TB A 2243 RIBEYE AGED;PPNK_08;PPNM_08
AAU2TEY010;AUS FRZ BEEF TONGUE ROOT;PPNK_08;PPNM_08
AAU2TEY011;AUS FRZ TB RIBEYE 2.2 KG UP 7 RIB U/G;PPNK_08;PPNM_08
AAU2TEY012;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2TEY013;AUS FRZ S KNUCKLE;PPNK_08;PPNM_08
AAU2TEY014;AUS FRZ A 2020 SILVERSIDE;PPNK_08;PPNM_08
AAU2TEY015;AUS FRZ PR GF STRIPLOIN;PPNK_08;PPNM_08
AAU2TEY016;AUS FRZ TB PR 2142 STRIPLOIN AGED;PPNK_08;PPNM_08
AAU2TEY017;AUS FRZ NECK BONES;PPNK_08;PPNM_08
AAU2TEY018;AUS FRZ TB STRIPLOIN 2.7 KG UP;PPNK_08;PPNM_08
AAU2TEY019;AUS FRZ A KNUCKLE;PPNK_08;PPNM_08
AAU2TEY020;AUS FRZ S RIBEYE 7R 3.1UP;PPNK_08;PPNM_08
AAU2TEY021;AUS FRZ YP/S GF STRIPLOIN 2+ CERTIFIED ANGUS;PPNK_08;PPNM_08
AAU2TEY022;AUS FRZ YP/S GF RIBEYE 2+ CERTIFIED ANGUS;PPNK_08;PPNM_08
AAU2TEY023;AUS FRZ YP/S GF TENDERLOIN S/OFF 2+ 1.8 UP CERTIFIED ANGUS;PPNK_08;PPNM_08
AAU2TEY024;AUS FRZ BRISKET NE;PPNK_08;PPNM_08
AAU2TEY025;AUS FRZ S BRISKET NE;PPNK_08;PPNM_08
AAU2TEY026;AUS FRZ BRISKET BONE;PPNK_08;PPNM_08
AAU2TEY027;AUS FRZ FQ 85 CL;PPNK_08;PPNM_08
AAU2THO001;AUS FRZ TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2THO002;AUS FRZ BEEF TONGUE SWISS CUT;PPNK_08;PPNM_08
AAU2THO003;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2THO004;AUS FRZ LAMB LEG B/LESS;PPNK_08;PPNM_08
AAU2THO005;AUS FRZ LAMB RACK;PPNK_08;PPNM_08
AAU2THO006;AUS FRZ LAMB RACK FRENCH CUT;PPNK_08;PPNM_08
AAU2THR001;AUS FRZ AF 85 CL;PPNK_08;PPNM_08
AAU2THR002;AUS FRZ LIPS TRIMMING 65 CL;PPNK_08;PPNM_08
AAU2THR003;AUS FRZ B TRIMMING 95 CL;PPNK_08;PPNM_08
AAU2THR004;AUS FRZ K TRIMMING 95CL;PPNK_08;PPNM_08
AAU2THR005;AUS FRZ CT TRIMMING 95CL;PPNK_08;PPNM_08
AAU2THR006;AUS FRZ BEEF LIPS;PPNK_08;PPNM_08
AAU2THR007;AUS FRZ 6040 BEEF TONGUE ROOT;PPNK_08;PPNM_08
AAU2THR008;AUS FRZ A 2090 RUMP;PPNK_08;PPNM_08
AAU2THR009;AUS FRZ BRISKET PL;PPNK_08;PPNM_08
AAU2THR010;AUS FRZ B TRIMMING 85 CL RETAIL;PPNK_08;PPNM_08
AAU2THR011;AUS FRZ O TRIMMING 95 CL;PPNK_08;PPNM_08
AAU2THR012;AUS FRZ A 2000 TOPSIDE;PPNK_08;PPNM_08
AAU2THR013;AUS FRZ BEEF TAIL;PPNK_08;PPNM_08
AAU2THR014;AUS FRZ A 2160 TENDERLOIN SS/OFF AGED;PPNK_08;PPNM_08
AAU2THR015;AUS FRZ BEEF FEET;PPNK_08;PPNM_08
AAU2THR016;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2THR017;AUS FRZ A 2070 KNUCKLE;PPNK_08;PPNM_08
AAU2THR018;AUS FRZ A 2310 CHUCK TENDER;PPNK_08;PPNM_08
AAU2THR019;AUS FRZ A 2300 BLADE;PPNK_08;PPNM_08
AAU2THR020;AUS FRZ A 2030 OUTSIDE;PPNK_08;PPNM_08
AAU2THR021;AUS FRZ 1697 BEEF BACK RIB;PPNK_08;PPNM_08
AAU2THR022;AUS FRZ BEEF LUNG;PPNK_08;PPNM_08
AAU2THR023;AUS FRZ B 2160 TENDERLOIN SS/OFF;PPNK_08;PPNM_08
AAU2THR024;AUS FRZ B 2310 CHUCK TENDER;PPNK_08;PPNM_08
AAU2THR025;AUS FRZ NECK BONE;PPNK_08;PPNM_08
AAU2TNR001;AUS FRZ HEAD MEAT;PPNK_08;PPNM_08
AAU2TNR002;AUS Frozen CAAB Ribeye GF IW Vac;PPNK_08;PPNM_08
AAU2TNR003;AUS Frozen CAAB Striploin GF IW Vac;PPNK_08;PPNM_08
AAU2TNR004;AUS Frozen Pastoral Lamb Rack Frenched-Cut Cap Off;PPNK_08;PPNM_08
AAU2TNR005;AUS FRZ B/IN LAMB LEG CHUMP OFF;PPNK_08;PPNM_08
AAU2TNR006;AUS FRZ LAMB LEG B/IN CHUMP ON;PPNK_08;PPNM_08
AAU2TNR007;AUS FRZ LAMB SHOULDER B/LESS;PPNK_08;PPNM_08
AAU2TNR008;AUS FRZ TONGUE ROOT;PPNK_08;PPNM_08
AAU2TNR009;AUS FRZ HEAD MEAT;PPNK_08;PPNM_08
AAU2TNR010;AUS FRZ GF 1601 TOMAHAWK;PPNK_08;PPNM_08
AAU2TNR011;AUS FRZ BEEF LIVER;PPNK_08;PPNM_08
AAU2TNR012;AUS FRZ BEEF HEART;PPNK_08;PPNM_08
AAU2TYB001;AUS FRZ TB A 2160 TENDERLOIN SS/OFF AGED;PPNK_08;PPNM_08
AAU2TYB002;AUS Frozen TB S Striploin 200gr Portion MAP;PPNK_08;PPNM_08
AAU2TYB003;AUS Frozen TB S Ribeye 200gr Portion MAP;PPNK_08;PPNM_08
AAU2TYB004;AUS FRZ TB RIBEYE 2.2KG UP 5 RIB;PPNK_08;PPNM_08
AAU2TYB005;AUS FRZ PR RIBEYE 5 RIBS 2.2KG UP;PPNK_08;PPNM_08
AAU2TYB006;AUS FRZ GF TOMAHAWK RIBS;PPNK_08;PPNM_08
AAU2TYB007;AUS FRZ TB STRIPLOIN 3 RIBS 5KG UP;PPNK_08;PPNM_08
AAU2TYB008;AUS Frozen B/In TB S Short Rib;PPNK_08;PPNM_08
AAU2TYB009;AUS FRZ DESINEWED MINCED BEEF;PPNK_08;PPNM_08
AAU2TYB010;AUS FRZ PR STRIPLOIN 3 RIBS 5KG UP;PPNK_08;PPNM_08
AAU2TYB011;AUS FRZ SHORTLOIN;PPNK_08;PPNM_08
AAU2TYB012;AUS Frozen TB PR 5 Rib OP Rib GF;PPNK_08;PPNM_08
AAU2TYB013;AUS FROZEN BEEF TRIMMING 90 CL;PPNK_08;PPNM_08
AAU2TYB014;AUS FRZ K FOREQUARTER 95 CL BP;PPNK_08;PPNM_08
AAU2TYB015;AUS FRZ TRIMMING 85 CL;PPNK_08;PPNM_08
AAU2TYB016;AUS FROZEN H TRIMMING 70 CL;PPNK_08;PPNM_08
AAU2VMV001;AUS FRZ NECK BONE;PPNK_08;PPNM_08
AAU2VMV002;AUS FRZ BRISKET PL B/IN;PPNK_08;PPNM_08
AAU2WAM001;AUS FRZ MUTTON TRUNK MEAT B/LESS;PPNK_08;PPNM_08
AAU2WAM002;AUS. Frozen B/In Lamb Neck LP;PPNK_08;PPNM_08
AAU2WAM003;AUS FRZ LAMB LEG B/IN CHUMP ON;PPNK_08;PPNM_08
AAU2WAM004;AUS FRZ LAMB LEG B/LESS CHUMP ON;PPNK_08;PPNM_08
AAU2WAM005;AUS FRZ MUTTON CARCASS;PPNK_08;PPNM_08
AAU2WAM006;AUS FRZ LAMB LOIN B/IN;PPNK_08;PPNM_08
AAU2WAM007;AUS FRZ MUTTON RACK B/IN;PPNK_08;PPNM_08
AAU2WAM008;AUS FRZ LAMB FORESHANK;PPNK_08;PPNM_08
AAU2WAM009;AUS FRZ LAMB LEG B/IN CHUMP OFF;PPNK_08;PPNM_08
AAU2WAM010;AUS Frozen Lamb Rack French-Cut;PPNK_08;PPNM_08
AAU2WAM011;AUS FRZ LAMB RACK;PPNK_08;PPNM_08
AAU2WAM012;AUS FRZ LAMB HINDSHANK B/IN;PPNK_08;PPNM_08
AAU2WAM013;AUS Frozen Lamb Loin Cut;PPNK_08;PPNM_08
AAU2WAM014;AUS FRZ LAMB SHORTLOIN B/IN;PPNK_08;PPNM_08
AAU2WAM015;AUS FRZ LAMB FORESHANK B/IN;PPNK_08;PPNM_08
AAU2WAR001;AUS FRZ WAG TOPSIDE MB 6-7;PPNK_08;PPNM_08
