ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A01439;B3;G02;B3G02;B3G02-R05-01-A2;G2-5-01-A2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01440;B3;G02;B3G02;B3G02-R05-02-A1;G2-5-02-A1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01441;B3;G02;B3G02;B3G02-R05-02-A2;G2-5-02-A2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01443;B3;G02;B3G02;B3G02-R05-03-A2;G2-5-03-A2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01447;B3;G02;B3G02;B3G02-R05-05-A2;G2-5-05-A2;231;CHINA SHIITAKE MUSHROOM SLICE 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR009;32;;320.00;31/12/22;30/12/24;IGU 31/01/23;SEGU 9437515 (40 FEET);
A01448;B3;G02;B3G02;B3G02-R05-06-A1;G2-5-06-A1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01449;B3;G02;B3G02;B3G02-R05-06-A2;G2-5-06-A2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;28;;336.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01450;B3;G02;B3G02;B3G02-R05-07-A1;G2-5-07-A1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01451;B3;G02;B3G02;B3G02-R05-07-A2;G2-5-07-A2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01452;B3;G02;B3G02;B3G02-R05-08-A1;G2-5-08-A1;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01454;B3;G02;B3G02;B3G02-R05-09-A1;G2-5-09-A1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01455;B3;G02;B3G02;B3G02-R05-09-A2;G2-5-09-A2;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HDMU 5575550 (40 FEET);
A01458;B3;G02;B3G02;B3G02-R05-11-A1;G2-5-11-A1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01459;B3;G02;B3G02;B3G02-R05-11-A2;G2-5-11-A2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01460;B3;G02;B3G02;B3G02-R05-12-A1;G2-5-12-A1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01461;B3;G02;B3G02;B3G02-R05-12-A2;G2-5-12-A2;229;NED SHOESTRING F82 GL POMMES FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE002;48;;480.00;13/08/22;28/01/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01462;B3;G02;B3G02;B3G02-R05-01-B1;G2-5-01-B1;126;AUS FRZ CJ BEEF PATTIES 3,5OZ / 13,2KG;FREE;KEYSTONE;EST 296;AUS 2ND;AAU2COM008;30;;396.00;17/01/23;17/11/23;IGU 21/02/23;MEDU 9049935 (40 FEET);
A01463;B3;G02;B3G02;B3G02-R05-01-B2;G2-5-01-B2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01464;B3;G02;B3G02;B3G02-R05-02-B1;G2-5-02-B1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;24/02/23;25/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);
A01465;B3;G02;B3G02;B3G02-R05-02-B2;G2-5-02-B2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01467;B3;G02;B3G02;B3G02-R05-03-B2;G2-5-03-B2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01468;B3;G02;B3G02;B3G02-R05-04-B1;G2-5-04-B1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01469;B3;G02;B3G02;B3G02-R05-04-B2;G2-5-04-B2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01470;B3;G02;B3G02;B3G02-R05-05-B1;G2-5-05-B1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01471;B3;G02;B3G02;B3G02-R05-05-B2;G2-5-05-B2;102;AUS FRZ BRISKET B/LESS PE PR GF MSA 5 DAYS;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV073;9;;190.50;14/06/22;;IGU 12/08/22;SZLU 2053631 (40 FEET);EX CHILLED
A01473;B3;G02;B3G02;B3G02-R05-06-B1;G2-5-06-B1;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01475;B3;G02;B3G02;B3G02-R05-07-B1;G2-5-07-B1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01476;B3;G02;B3G02;B3G02-R05-07-B2;G2-5-07-B2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01477;B3;G02;B3G02;B3G02-R05-08-B1;G2-5-08-B1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01478;B3;G02;B3G02;B3G02-R05-08-B2;G2-5-08-B2;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01479;B3;G02;B3G02;B3G02-R05-09-B1;G2-5-09-B1;94;AUS FRZ BEEF KNUCKLE S GF;FREE;KILCOY;EST 640;AUS 2ND;AAU2HRV056;10;;239.40;08/04/22;07/04/24;SCA 20/05/22;DFOU 6117225 (40 FEET);
A01480;B3;G02;B3G02;B3G02-R05-09-B2;G2-5-09-B2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01481;B3;G02;B3G02;B3G02-R05-10-B1;G2-5-10-B1;237;US DIANA SNACK FLOUR TORTILLA 6” 12 OZ / 30 PACK (22);FREE;DIANAS;;RETAIL;FUS2DIA009;35;;1050.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01483;B3;G02;B3G02;B3G02-R05-11-B1;G2-5-11-B1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01485;B3;G02;B3G02;B3G02-R05-12-B1;G2-5-12-B1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01486;B3;G02;B3G02;B3G02-R05-12-B2;G2-5-12-B2;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;25;;446.06;01/08/22;;IN 28/09/22;;EX CHILLED
A01488;B3;G02;B3G02;B3G02-R05-01-C2;G2-5-01-C2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01489;B3;G02;B3G02;B3G02-R05-02-C1;G2-5-02-C1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01490;B3;G02;B3G02;B3G02-R05-02-C2;G2-5-02-C2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01491;B3;G02;B3G02;B3G02-R05-03-C1;G2-5-03-C1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01492;B3;G02;B3G02;B3G02-R05-03-C2;G2-5-03-C2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01493;B3;G02;B3G02;B3G02-R05-04-C1;G2-5-04-C1;231;CHINA CAULIFLOWER FLORETS 10 X 1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR005;32;;320.00;28/01/23;27/01/25;IGU 20/02/23;TEMU 9534872 (40 FEET);
A01494;B3;G02;B3G02;B3G02-R05-04-C2;G2-5-04-C2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01495;B3;G02;B3G02;B3G02-R05-05-C1;G2-5-05-C1;229;NED SHOESTRING F82 GL POMMES FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE002;48;;480.00;13/08/22;28/01/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01497;B3;G02;B3G02;B3G02-R05-06-C1;G2-5-06-C1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;27;;367.20;06/11/22;06/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01498;B3;G02;B3G02;B3G02-R05-06-C2;G2-5-06-C2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01501;B3;G02;B3G02;B3G02-R05-08-C1;G2-5-08-C1;229;E24 EXPORT SELECT SEASONED WEDGE 12X1 KG;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE034;45;;540.00;13/10/22;13/10/24;IGU 17/02/23;TEMU 9692097 (40 FEET);
A01502;B3;G02;B3G02;B3G02-R05-08-C2;G2-5-08-C2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01503;B3;G02;B3G02;B3G02-R05-09-C1;G2-5-09-C1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01505;B3;G02;B3G02;B3G02-R05-10-C1;G2-5-10-C1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01507;B3;G02;B3G02;B3G02-R05-10-C2;G2-5-10-C2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;9;;187.90;19/07/22;;IN 12/09/22;OOLU 3872642 (20 FEET);EX CHILLED
A01508;B3;G02;B3G02;B3G02-R05-11-C1;G2-5-11-C1;229;H0057 L/WESTON  STEALTH STRAIGHT CUT 6X5 LBS;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE024;36;;488.16;11/03/22;11/09/23;IGU 01/09/22;TEMU 9691716 (40 FEET);
A01511;B3;G02;B3G02;B3G02-R05-12-C1;G2-5-12-C1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;24/02/23;25/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);
A01512;B3;G02;B3G02;B3G02-R05-12-C2;G2-5-12-C2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01514;B3;G02;B3G02;B3G02-R05-01-D2;G2-5-01-D2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01515;B3;G02;B3G02;B3G02-R05-02-D1;G2-5-02-D1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01517;B3;G02;B3G02;B3G02-R05-03-D1;G2-5-03-D1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01520;B3;G02;B3G02;B3G02-R05-04-D2;G2-5-04-D2;229;S34 STEALTH 6/4-1/2 SSND SHOESTRING;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE017;36;;440.64;26/07/22;26/07/24;IGU 31/10/22;HDMU 5542808 (40 FEET);
A01521;B3;G02;B3G02;B3G02-R05-05-D1;G2-5-05-D1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;28;;336.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01522;B3;G02;B3G02;B3G02-R05-05-D2;G2-5-05-D2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01523;B3;G02;B3G02;B3G02-R05-06-D1;G2-5-06-D1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;30;;360.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01524;B3;G02;B3G02;B3G02-R05-06-D2;G2-5-06-D2;7;AUS FRZ WAGYU BEEF STRIPLOIN GRASS FED MB 2 UP;FREE;BORTHWICKS;EST 67;WAGYU;AAU2SEC050;27;;389.34;31/08/22;;IN 31/10/22;A/F;EX CHILLED
A01525;B3;G02;B3G02;B3G02-R05-07-D1;G2-5-07-D1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01526;B3;G02;B3G02;B3G02-R05-07-D2;G2-5-07-D2;235;US SHREDDED MOZZARELLA CHEESE 265705 (LAMA);FREE;LEPRINO;;DAIRY;HUS2LEP001;84;;571.536;07/06/22;06/12/23;IGU 28/10/22;TEMU 9367883 (40 FEET);
A01527;B3;G02;B3G02;B3G02-R05-08-D1;G2-5-08-D1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01528;B3;G02;B3G02;B3G02-R05-08-D2;G2-5-08-D2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;24/02/23;25/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);
A01529;B3;G02;B3G02;B3G02-R05-09-D1;G2-5-09-D1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01530;B3;G02;B3G02;B3G02-R05-09-D2;G2-5-09-D2;235;US SHREDDED MOZZARELLA CHEESE 265705 (LAMA);FREE;LEPRINO;;DAIRY;HUS2LEP001;84;;571.536;07/06/22;06/12/23;IGU 28/10/22;TEMU 9367883 (40 FEET);
A01531;B3;G02;B3G02;B3G02-R05-10-D1;G2-5-10-D1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01532;B3;G02;B3G02;B3G02-R05-10-D2;G2-5-10-D2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01533;B3;G02;B3G02;B3G02-R05-11-D1;G2-5-11-D1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01534;B3;G02;B3G02;B3G02-R05-11-D2;G2-5-11-D2;77;AUS FRZ RIBEYE A 3,1 KG UP;FREE;HARVEY;EST 648;AUS PR CUT;AAU2HRV073;35;;545.72;10/08/22;;IGU 14/04/22;TCLU 1913(40 FEET);EX CHILLED
A01535;B3;G02;B3G02;B3G02-R05-12-D1;G2-5-12-D1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01537;B3;G02;B3G02;B3G02-R05-01-E1;G2-5-01-E1;229;NED SHOESTRING F82 GL POMMES FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE002;40;;400.00;13/08/22;28/01/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01539;B3;G02;B3G02;B3G02-R05-02-E1;G2-5-02-E1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01540;B3;G02;B3G02;B3G02-R05-02-E2;G2-5-02-E2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01543;B3;G02;B3G02;B3G02-R05-04-E1;G2-5-04-E1;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01544;B3;G02;B3G02;B3G02-R05-04-E2;G2-5-04-E2;229;S34 STEALTH 6/4-1/2 SSND SHOESTRING;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE017;36;;440.64;26/07/22;26/07/24;IGU 31/10/22;HDMU 5542808 (40 FEET);
A01545;B3;G02;B3G02;B3G02-R05-05-E1;G2-5-05-E1;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01546;B3;G02;B3G02;B3G02-R05-05-E2;G2-5-05-E2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01547;B3;G02;B3G02;B3G02-R05-06-E1;G2-5-06-E1;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01548;B3;G02;B3G02;B3G02-R05-06-E2;G2-5-06-E2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01549;B3;G02;B3G02;B3G02-R05-07-E1;G2-5-07-E1;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01550;B3;G02;B3G02;B3G02-R05-07-E2;G2-5-07-E2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01552;B3;G02;B3G02;B3G02-R05-08-E2;G2-5-08-E2;231;CHINA MIXED VEGETABLES 4 WAYS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR001;50;;500.00;15/02/23;14/02/25;IGU 25/03/23;TEMU 9316660 (40 FEET);
A01553;B3;G02;B3G02;B3G02-R05-09-E1;G2-5-09-E1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01554;B3;G02;B3G02;B3G02-R05-09-E2;G2-5-09-E2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;23/02/23;24/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);
A01557;B3;G02;B3G02;B3G02-R05-11-E1;G2-5-11-E1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01558;B3;G02;B3G02;B3G02-R05-11-E2;G2-5-11-E2;229;NED SHOESTRING S02 GL STEALTH FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE009;40;;400.00;22/11/22;28/04/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01559;B3;G02;B3G02;B3G02-R05-12-E1;G2-5-12-E1;229;NED SHOESTRING S02 GL STEALTH FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE009;48;;480.00;22/11/22;28/04/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01560;B3;G02;B3G02;B3G02-R05-12-E2;G2-5-12-E2;229;NED SHOESTRING F82 GL POMMES FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE002;48;;480.00;13/08/22;28/01/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01561;B3;G02;B3G02;B3G02-R05-01-F1;G2-5-01-F1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;35;;420.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01565;B3;G02;B3G02;B3G02-R05-03-F1;G2-5-03-F1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01566;B3;G02;B3G02;B3G02-R05-03-F2;G2-5-03-F2;229;H0057 L/WESTON  STEALTH STRAIGHT CUT 6X5 LBS;LE QUARTER;LAMB WESTON;;VEGETABLES;GUS2LWE024;36;;488.16;;15/12/23;IGU 02/09/22;SZLU 9413461 (40 FEET);
