ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A01322;B3;G02;B3G02;B3G02-R04-05-C2;G2-4-05-C2;126;AUS FRZ BK-AP PATTIES 3,9OZ ANGUS BEEF 18,25KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM018;28;;511.00;02/03/23;31/08/23;IGU 11/04/23;MSCU 7447867 (40 FEET);
A01324;B3;G02;B3G02;B3G02-R04-06-C2;G2-4-06-C2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01325;B3;G02;B3G02;B3G02-R04-07-C1;G2-4-07-C1;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01326;B3;G02;B3G02;B3G02-R04-07-C2;G2-4-07-C2;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;29/11/22;29/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01328;B3;G02;B3G02;B3G02-R04-08-C2;G2-4-08-C2;236;US NATALIE FRZ BLOOD ORANGE JUICE 12 X 1 LT;FREE;NATALIE'S;;RETAIL;US2NAT001;45;;540.00;01/11/22;01/11/25;IGU 18/01/23;MORU 1123054 (40 FEET);
A01330;B3;G02;B3G02;B3G02-R04-09-C2;G2-4-09-C2;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;36;;489.60;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01333;B3;G02;B3G02;B3G02-R04-11-C1;G2-4-11-C1;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;36;;489.60;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01334;B3;G02;B3G02;B3G02-R04-11-C2;G2-4-11-C2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01335;B3;G02;B3G02;B3G02-R04-12-C1;G2-4-12-C1;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01336;B3;G02;B3G02;B3G02-R04-12-C2;G2-4-12-C2;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01337;B3;G02;B3G02;B3G02-R04-01-D1;G2-4-01-D1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;453.70;24/02/23;25/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);1¢ EX KARANTINA
A01338;B3;G02;B3G02;B3G02-R04-01-D2;G2-4-01-D2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01339;B3;G02;B3G02;B3G02-R04-02-D1;G2-4-02-D1;239;US DIANA YELLOW CORN TORTILLA 6” 40OZ X16 PKT (15Y);FREE;DIANAS;;RETAIL;FUS2DIA003;27;;432.00;10/10/22;10/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01340;B3;G02;B3G02;B3G02-R04-02-D1;G2-4-02-D1;126;AUS FRZ BK-AP WHOPPER PATTIES 4.4OZ 16.30KG NETT;FREE;BK WHOPPER;EST 296;AUS 2ND;AAU2COM016;28;;456.40;23/02/23;24/07/23;IGU 05/04/23;FSCU 5675829 (40 FEET);
A01341;B3;G02;B3G02;B3G02-R04-02-D2;G2-4-02-D2;126;AUS FRZ BK-AP WHOPPER PATTIES 4.4OZ 16.30KG NETT;FREE;BK WHOPPER;EST 296;AUS 2ND;AAU2COM016;28;;456.40;23/02/23;24/07/23;IGU 05/04/23;FSCU 5675829 (40 FEET);
A01342;B3;G02;B3G02;B3G02-R04-03-D1;G2-4-03-D1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01343;B3;G02;B3G02;B3G02-R04-03-D2;G2-4-03-D2;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01344;B3;G02;B3G02;B3G02-R04-04-D1;G2-4-04-D1;236;US NATALIE FRZ ORANGE JUICE 12 X 1 LT;FREE;NATALIE'S;;RETAIL;US2NAT001;44;;528.00;02/11/22;02/11/25;IGU 18/01/23;MORU 1123054 (40 FEET);
A01345;B3;G02;B3G02;B3G02-R04-04-D2;G2-4-04-D2;229;30542 A&W SSND 5/16 HALA 6/6;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE037;27;;440.91;;25/07/24;IGU 16/12/22;TCLU 1298407 (40 FEET);
A01347;B3;G02;B3G02;B3G02-R04-05-D1;G2-4-05-D1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;24/02/23;25/07/23;IGU 06/04/23;TRIU 8045616 (40 FEET);
A01348;B3;G02;B3G02;B3G02-R04-05-D2;G2-4-05-D2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;09/08/24;IGU 23/11/22;TRIU 8216663 (40 FEET);
A01349;B3;G02;B3G02;B3G02-R04-06-D1;G2-4-06-D1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01351;B3;G02;B3G02;B3G02-R04-07-D1;G2-4-07-D1;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;36;;489.60;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01353;B3;G02;B3G02;B3G02-R04-08-D1;G2-4-08-D1;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01354;B3;G02;B3G02;B3G02-R04-08-D2;G2-4-08-D2;126;AUS FRZ BK-AP PATTIES 3,9OZ ANGUS BEEF 18,25KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM018;28;;511.00;02/03/23;31/08/23;IGU 11/04/23;MSCU 7447867 (40 FEET);
A01355;B3;G02;B3G02;B3G02-R04-09-D1;G2-4-09-D1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01356;B3;G02;B3G02;B3G02-R04-09-D2;G2-4-09-D2;229;H0057 L/WESTON  STEALTH STRAIGHT CUT 6X5 LBS;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE024;36;;488.16;;15/12/23;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01357;B3;G02;B3G02;B3G02-R04-10-D1;G2-4-10-D1;231;CHINA SHIITAKE MUSHROOM SLICE 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR009;32;;320.00;31/12/22;30/12/24;IGU 31/01/23;SEGU 9437515 (40 FEET);
A01358;B3;G02;B3G02;B3G02-R04-10-D2;G2-4-10-D2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01359;B3;G02;B3G02;B3G02-R04-11-D1;G2-4-11-D1;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01360;B3;G02;B3G02;B3G02-R04-11-D2;G2-4-11-D2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01361;B3;G02;B3G02;B3G02-R04-12-D1;G2-4-12-D1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01362;B3;G02;B3G02;B3G02-R04-12-D2;G2-4-12-D2;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;;31/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01363;B3;G02;B3G02;B3G02-R04-01-E1;G2-4-01-E1;236;US NATALIE FRZ PINK GRAPE FRUIT JUICE 12 X 1 LT;FREE;NATALIE'S;;RETAIL;US2NAT001;44;;528.00;01/11/22;01/11/25;IGU 18/01/23;MORU 1123054 (40 FEET);
A01365;B3;G02;B3G02;B3G02-R04-01-E2;G2-4-01-E2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;05/01/23;05/06/23;IGU 21/02/23;SEGU 9040195 (40 FEET);
A01366;B3;G02;B3G02;B3G02-R04-02-E1;G2-4-02-E1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01367;B3;G02;B3G02;B3G02-R04-02-E2;G2-4-02-E2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01369;B3;G02;B3G02;B3G02-R04-03-E2;G2-4-03-E2;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01370;B3;G02;B3G02;B3G02-R04-04-E1;G2-4-04-E1;126;AUS FRZ BK-AP PATTIES 3,9OZ ANGUS BEEF 18,25KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM018;9;;164.25;02/03/23;31/08/23;IGU 11/04/23;MSCU 7447867 (40 FEET);
A01371;B3;G02;B3G02;B3G02-R04-04-E2;G2-4-04-E2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01372;B3;G02;B3G02;B3G02-R04-05-E1;G2-4-05-E1;239;US DIANA SPINACH FLOUR TORTILLA 12” 35OZ X10 PKT (26S);FREE;DIANAS;;RETAIL;FUS2DIA003;30;;300.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01373;B3;G02;B3G02;B3G02-R04-05-E2;G2-4-05-E2;229;D2700 SEASONED CRISS CUT FRY;CARL'S JR;LAMB WESTON;;VEGETABLES;GUS2LWE056;27;;367.20;;01/07/24;IGU 01/09/22;HDMU 5533832 (40 FEET);
A01374;B3;G02;B3G02;B3G02-R04-06-E1;G2-4-06-E1;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01376;B3;G02;B3G02;B3G02-R04-07-E1;G2-4-07-E1;231;CHINA SHIITAKE MUSHROOM SLICE 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR009;32;;320.00;31/12/22;30/12/24;IGU 31/01/23;SEGU 9437515 (40 FEET);
A01377;B3;G02;B3G02;B3G02-R04-07-E2;G2-4-07-E2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01378;B3;G02;B3G02;B3G02-R04-08-E1;G2-4-08-E1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01379;B3;G02;B3G02;B3G02-R04-08-E2;G2-4-08-E2;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;36;;489.60;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01380;B3;G02;B3G02;B3G02-R04-09-E1;G2-4-09-E1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01381;B3;G02;B3G02;B3G02-R04-09-E2;G2-4-09-E2;231;CHINA SHIITAKE MUSHROOM SLICE 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR009;40;;400.00;03/10/22;02/10/24;IGU 02/11/22;OERU 4132128 (40 FEET);
A01384;B3;G02;B3G02;B3G02-R04-11-E1;G2-4-11-E1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;;31/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01385;B3;G02;B3G02;B3G02-R04-11-E2;G2-4-11-E2;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;36;;489.60;;31/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01386;B3;G02;B3G02;B3G02-R04-12-E1;G2-4-12-E1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01388;B3;G02;B3G02;B3G02-R04-01-F1;G2-4-01-F1;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;28;;336.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01389;B3;G02;B3G02;B3G02-R04-01-F2;G2-4-01-F2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;18;;220.32;16/05/22;16/05/24;IGU 03/11/22;HMMU 5457197 (40 FEET);
A01390;B3;G02;B3G02;B3G02-R04-02-F1;G2-4-02-F1;239;US DIANA YELLOW CORN TORTILLA 6” 40OZ X16 PKT (15Y);FREE;DIANAS;;RETAIL;FUS2DIA003;27;;432.00;10/10/22;10/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01391;B3;G02;B3G02;B3G02-R04-02-F2;G2-4-02-F2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01394;B3;G02;B3G02;B3G02-R04-03-F2;G2-4-03-F2;229;BELGIUM FRENCH FRIES COATED SALTED EXTRA CRISPY 9 X 9 M @ 4 X 2,5 KG;FREE;NEUTRAL;;VEGETABLES;GBE2NEU006;60;;600.00;;05/11/24;IGU 30/12/22;CXRU 1454662 (40 FEET);
A01395;B3;G02;B3G02;B3G02-R04-04-F1;G2-4-04-F1;229;NED SHOESTRING F82 GL POMMES FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE002;40;;400.00;13/08/22;28/01/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01397;B3;G02;B3G02;B3G02-R04-05-F1;G2-4-05-F1;236;US NATALIE FRZ PURE LIME JUICE 12 X 1 LT;FREE;NATALIE'S;;RETAIL;US2NAT001;44;;528.00;01/11/22;01/11/25;IGU 18/01/23;MORU 1123054 (40 FEET);
A01398;B3;G02;B3G02;B3G02-R04-05-F2;G2-4-05-F2;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01399;B3;G02;B3G02;B3G02-R04-06-F1;G2-4-06-F1;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01400;B3;G02;B3G02;B3G02-R04-06-F2;G2-4-06-F2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01401;B3;G02;B3G02;B3G02-R04-07-F1;G2-4-07-F1;239;US DIANA LARGE FLOUR TORTILLAS 12” 35 OZ X 10 PACK ( F 26 );FREE;DIANAS;;RETAIL;FUS2DIA003;45;;450.00;12/10/22;12/10/23;IGU 10/01/23;BMOU 9718562 (40 FEET);
A01402;B3;G02;B3G02;B3G02-R04-07-F2;G2-4-07-F2;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;36;;489.60;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01403;B3;G02;B3G02;B3G02-R04-08-F1;G2-4-08-F1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01404;B3;G02;B3G02;B3G02-R04-08-F2;G2-4-08-F2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01405;B3;G02;B3G02;B3G02-R04-09-F1;G2-4-09-F1;127;GROUND BEEF  85 CL 4 X 5 KG;BURGER BANGOR;;;VALUE EDIT;AID2LOC058;20;;400.00;14/12/22;13/06/23;PRD 14/12/22;;
A01406;B3;G02;B3G02;B3G02-R04-09-F2;G2-4-09-F2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01407;B3;G02;B3G02;B3G02-R04-10-F1;G2-4-10-F1;236;US NATALIE FRZ ORANGE JUICE 12 X 1 LT;FREE;NATALIE'S;;RETAIL;US2NAT001;44;;528.00;02/11/22;02/11/25;IGU 18/01/23;MORU 1123054 (40 FEET);
A01408;B3;G02;B3G02;B3G02-R04-10-F2;G2-4-10-F2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01409;B3;G02;B3G02;B3G02-R04-11-F1;G2-4-11-F1;126;AUS FRZ BK-DOUBLE CHOC PIE (1 CTN X 140 UNIT) @ 7,98 KG / CTN;BURGER KING;ARYZTA;EST 296;RETAIL;JAU2ARY001;63;;502.74;;23/09/23;IGU 05/11/22;HLXU 3722396 (40 FEET);
A01410;B3;G02;B3G02;B3G02-R04-11-F2;G2-4-11-F2;229;POPEYES CAJUN 6X6 FRIES 4X2,5 KG LBL80;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE007;40;;400.00;28/08/22;28/01/24;IGU 06/12/22;MNBU 3528736 (40 FEET);
A01411;B3;G02;B3G02;B3G02-R04-12-F1;G2-4-12-F1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01413;B3;G02;B3G02;B3G02-R04-01-G1;G2-4-01-G1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;45;;550.80;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01414;B3;G02;B3G02;B3G02-R04-01-G2;G2-4-01-G2;229;TALLEYS SHOESTRING CUT FRIES 7 MM 12 X 1 KG;FREE;TALLEYS;;VEGETABLES;GID2TAL001;28;;336.00;12/10/22;11/10/24;IGU 13/12/22;BMOU 9792430 (40 FEET);
A01415;B3;G02;B3G02;B3G02-R04-02-G1;G2-4-02-G1;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01416;B3;G02;B3G02;B3G02-R04-02-G2;G2-4-02-G2;229;W79 HEARTY HOUSE CRINKLE CUT 6/5 1/2;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE101;36;;489.60;27/06/22;27/06/24;IGU 06/01/23;HMMU 5456523 (40 FEET);
A01417;B3;G02;B3G02;B3G02-R04-03-G1;G2-4-03-G1;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;45;;612.00;05/11/22;05/11/24;IGU 03/03/23;SEGU 9483043 (40 FEET);
A01418;B3;G02;B3G02;B3G02-R04-03-G2;G2-4-03-G2;229;NED SHOESTRING S02 GL STEALTH FRITES 6 X 6 MM 4 X 2,5 KG;FREE;LAMB WESTON;;VEGETABLES;GNL2LWE009;48;;480.00;22/11/22;28/04/24;IGU 16/02/23;MNBU 4079331 (40 FEET);
A01419;B3;G02;B3G02;B3G02-R04-04-G1;G2-4-04-G1;231;CHINA BROCCOLI FLORETS 10 X 1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR005;37;;370.00;29/01/23;28/01/25;IGU 18/02/23 ;FBIU 5006397 (40 FEET) ;
A01421;B3;G02;B3G02;B3G02-R04-04-G2;G2-4-04-G2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01422;B3;G02;B3G02;B3G02-R04-05-G1;G2-4-05-G1;126;AUS FRZ BK-AP WHOPPER PATTIES 4.4OZ 16.30KG NETT;FREE;BK WHOPPER;EST 296;AUS 2ND;AAU2COM016;28;;456.40;23/02/23;24/07/23;IGU 05/04/23;FSCU 5675829 (40 FEET);
A01425;B3;G02;B3G02;B3G02-R04-06-G2;G2-4-06-G2;229;H0057 L/WESTON  STEALTH STRAIGHT CUT 6X5 LBS;LE QUARTER;LAMB WESTON;;VEGETABLES;GUS2LWE024;36;;488.16;;15/12/23;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01426;B3;G02;B3G02;B3G02-R04-07-G1;G2-4-07-G1;229;B36 SUPREME REGULAR CUT 3/8 LB;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE042;45;;612.00;;30/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01427;B3;G02;B3G02;B3G02-R04-07-G2;G2-4-07-G2;229;W77 HEARTY HOUSE REGURAL CUT 3/8;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE094;45;;612.00;;31/03/24;IGU 02/09/22;SZLU 9413461 (40 FEET);
A01428;B3;G02;B3G02;B3G02-R04-08-G1;G2-4-08-G1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01429;B3;G02;B3G02;B3G02-R04-08-G2;G2-4-08-G2;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01430;B3;G02;B3G02;B3G02-R04-09-G1;G2-4-09-G1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01431;B3;G02;B3G02;B3G02-R04-09-G2;G2-4-09-G2;126;AUS FRZ BK-AP PATTIES 1,7OZ 324PCS 16.30KG;FREE;BURGER KING;EST 296;AUS 2ND;AAU2COM006;28;;456.40;06/02/23;07/07/23;IGU 05/04/23;SZLU 9086040 (40 FEET);
A01433;B3;G02;B3G02;B3G02-R04-10-G2;G2-4-10-G2;231;CHINA SWEET CUT CORN KERNEL 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR004;50;;500.00;08/02/23;07/02/25;IGU 11/03/23;OERU 4005550 (40 FEET);
A01436;B3;G02;B3G02;B3G02-R04-12-G1;G2-4-12-G1;231;CHINA GREEN PEAS 10X1 KG;FREE;XIAMEN;;VEGETABLES;GCN2XJR003;50;;500.00;09/02/23;08/02/25;IGU 11/03/23;DFOU 6162923 (40 FEET);
A01437;B3;G02;B3G02;B3G02-R04-12-G2;G2-4-12-G2;229;W71 HEARTY HOUSE 6/4-1/2 SHOESTRING FF;FREE;LAMB WESTON;;VEGETABLES;GUS2LWE080;36;;440.64;16/05/22;16/05/24;IGU 02/11/22;HDMU 5550043 (40 FEET);
A01438;B3;G02;B3G02;B3G02-R05-01-A1;G2-5-01-A1;126;AUS FRZ CJ BEEF PATTIES 3,5OZ / 13,2KG;FREE;KEYSTONE;EST 296;AUS 2ND;AAU2COM008;30;;396.00;17/01/23;17/11/23;IGU 21/02/23;MEDU 9049935 (40 FEET);
